Batter,Opponent,runs,balls_faced,innings,strike_rate
NM Coulter-Nile,Kings XI Punjab,33,18,2,183.33
NM Coulter-Nile,Kolkata Knight Riders,9,13,2,69.23
NM Coulter-Nile,Mumbai Indians,9,6,2,150.0
NM Coulter-Nile,Rajasthan Royals,6,2,1,300.0
NM Coulter-Nile,Rising Pune Supergiants,8,8,2,100.0
NM Coulter-Nile,Royal Challengers Bengaluru,6,11,2,54.55
NM Coulter-Nile,Sunrisers Hyderabad,5,8,3,62.5
NS Naik,Delhi Capitals,7,16,1,43.75
NS Naik,Mumbai Indians,2,6,2,33.33
NS Naik,Sunrisers Hyderabad,22,28,1,78.57
NT Ellis,Delhi Capitals,0,2,1,0.0
NT Ellis,Mumbai Indians,6,4,1,150.0
NT Ellis,Royal Challengers Bengaluru,1,2,1,50.0
NT Ellis,Sunrisers Hyderabad,12,17,2,70.59
NV Ojha,Chennai Super Kings,276,188,10,146.81
NV Ojha,Deccan Chargers,101,105,8,96.19
NV Ojha,Delhi Daredevils,108,81,7,133.33
NV Ojha,Gujarat Lions,19,14,2,135.71
NV Ojha,Kings XI Punjab,350,254,12,137.8
NV Ojha,Kochi Tuskers Kerala,13,17,2,76.47
NV Ojha,Kolkata Knight Riders,259,244,16,106.15
NV Ojha,Mumbai Indians,96,103,12,93.2
NV Ojha,Pune Warriors,30,34,3,88.24
NV Ojha,Rajasthan Royals,72,73,7,98.63
NV Ojha,Rising Pune Supergiants,34,35,3,97.14
NV Ojha,Royal Challengers Bengaluru,184,156,11,117.95
NV Ojha,Sunrisers Hyderabad,1,4,1,25.0
Naman Dhir,Chennai Super Kings,74,52,3,142.31
Naman Dhir,Delhi Capitals,90,46,3,195.65
Naman Dhir,Gujarat Titans,99,69,5,143.48
Naman Dhir,Kolkata Knight Riders,33,22,4,150.0
Naman Dhir,Lucknow Super Giants,156,74,4,210.81
Naman Dhir,Punjab Kings,116,67,4,173.13
Naman Dhir,Rajasthan Royals,31,19,3,163.16
Naman Dhir,Royal Challengers Bengaluru,59,40,3,147.5
Naman Dhir,Sunrisers Hyderabad,52,43,4,120.93
Navdeep Saini,Chennai Super Kings,4,7,2,57.14
Navdeep Saini,Delhi Capitals,12,12,1,100.0
Navdeep Saini,Kings XI Punjab,6,7,1,85.71
Navdeep Saini,Mumbai Indians,2,2,1,100.0
Navdeep Saini,Rajasthan Royals,0,1,1,0.0
Navdeep Saini,Sunrisers Hyderabad,9,8,1,112.5
Naveen-ul-Haq,Delhi Capitals,2,4,1,50.0
Naveen-ul-Haq,Kolkata Knight Riders,2,3,1,66.67
Naveen-ul-Haq,Mumbai Indians,1,5,1,20.0
Naveen-ul-Haq,Royal Challengers Bengaluru,13,12,1,108.33
Nithish Kumar Reddy,Chennai Super Kings,70,50,5,140.0
Nithish Kumar Reddy,Delhi Capitals,37,29,2,127.59
Nithish Kumar Reddy,Gujarat Titans,54,48,3,112.5
Nithish Kumar Reddy,Kolkata Knight Riders,80,59,4,135.59
Nithish Kumar Reddy,Lucknow Super Giants,93,63,3,147.62
Nithish Kumar Reddy,Mumbai Indians,62,59,4,105.08
Nithish Kumar Reddy,Punjab Kings,130,76,4,171.05
Nithish Kumar Reddy,Rajasthan Royals,213,118,6,180.51
Nithish Kumar Reddy,Royal Challengers Bengaluru,47,38,4,123.68
Noor Ahmad,Chennai Super Kings,7,5,1,140.0
Noor Ahmad,Delhi Capitals,1,7,1,14.29
Noor Ahmad,Gujarat Titans,1,5,1,20.0
Noor Ahmad,Kolkata Knight Riders,3,10,2,30.0
Noor Ahmad,Lucknow Super Giants,4,2,1,200.0
Noor Ahmad,Mumbai Indians,1,3,1,33.33
Noor Ahmad,Punjab Kings,0,1,1,0.0
Noor Ahmad,Rajasthan Royals,3,10,2,30.0
Noor Ahmad,Royal Challengers Bengaluru,8,10,2,80.0
Noor Ahmad,Sunrisers Hyderabad,3,5,3,60.0
OA Shah,Chennai Super Kings,60,50,3,120.0
OA Shah,Deccan Chargers,97,88,3,110.23
OA Shah,Delhi Daredevils,2,4,2,50.0
OA Shah,Kings XI Punjab,37,20,2,185.0
OA Shah,Kolkata Knight Riders,78,66,3,118.18
OA Shah,Mumbai Indians,135,89,3,151.69
OA Shah,Pune Warriors,4,7,1,57.14
OA Shah,Rajasthan Royals,19,17,1,111.76
OA Shah,Royal Challengers Bengaluru,73,47,4,155.32
OC McCoy,Gujarat Titans,8,5,1,160.0
OF Smith,Chennai Super Kings,3,7,1,42.86
OF Smith,Gujarat Titans,0,1,1,0.0
OF Smith,Kolkata Knight Riders,9,12,1,75.0
OF Smith,Mumbai Indians,1,1,1,100.0
OF Smith,Royal Challengers Bengaluru,25,8,1,312.5
OF Smith,Sunrisers Hyderabad,13,15,1,86.67
P Awana,Chennai Super Kings,1,5,1,20.0
P Awana,Delhi Daredevils,4,5,1,80.0
P Awana,Mumbai Indians,0,2,1,0.0
P Awana,Rajasthan Royals,0,1,1,0.0
P Awana,Sunrisers Hyderabad,0,1,1,0.0
P Chopra,Chennai Super Kings,8,6,1,133.33
P Dogra,Chennai Super Kings,5,3,1,166.67
P Dogra,Delhi Daredevils,49,51,2,96.08
P Dogra,Kings XI Punjab,1,1,1,100.0
P Dogra,Kolkata Knight Riders,20,32,4,62.5
P Dogra,Mumbai Indians,41,29,1,141.38
P Dogra,Royal Challengers Bengaluru,6,14,2,42.86
P Dogra,Sunrisers Hyderabad,5,8,1,62.5
P Dubey,Mumbai Indians,7,13,1,53.85
P Dubey,Punjab Kings,16,20,1,80.0
P Kumar,Chennai Super Kings,49,38,7,128.95
P Kumar,Deccan Chargers,24,20,4,120.0
P Kumar,Delhi Daredevils,20,19,6,105.26
P Kumar,Kings XI Punjab,42,36,5,116.67
P Kumar,Kolkata Knight Riders,40,43,7,93.02
P Kumar,Mumbai Indians,39,43,9,90.7
P Kumar,Pune Warriors,7,12,3,58.33
P Kumar,Rajasthan Royals,81,65,7,124.62
P Kumar,Royal Challengers Bengaluru,17,13,3,130.77
P Kumar,Sunrisers Hyderabad,19,23,6,82.61
P Negi,Chennai Super Kings,13,13,3,100.0
P Negi,Delhi Capitals,0,1,1,0.0
P Negi,Delhi Daredevils,28,21,3,133.33
P Negi,Gujarat Lions,35,23,2,152.17
P Negi,Kings XI Punjab,29,25,2,116.0
P Negi,Kolkata Knight Riders,59,49,5,120.41
P Negi,Mumbai Indians,99,72,7,137.5
P Negi,Pune Warriors,8,8,1,100.0
P Negi,Rajasthan Royals,9,10,3,90.0
P Negi,Rising Pune Supergiants,32,26,3,123.08
P Negi,Royal Challengers Bengaluru,37,29,4,127.59
P Negi,Sunrisers Hyderabad,15,11,1,136.36
P Nissanka,Chennai Super Kings,59,37,2,159.46
P Nissanka,Gujarat Titans,41,24,1,170.83
P Nissanka,Kolkata Knight Riders,50,29,1,172.41
P Nissanka,Lucknow Super Giants,1,5,1,20.0
P Nissanka,Mumbai Indians,44,30,1,146.67
P Nissanka,Punjab Kings,11,7,1,157.14
P Nissanka,Rajasthan Royals,62,33,1,187.88
P Nissanka,Royal Challengers Bengaluru,1,2,1,50.0
P Nissanka,Sunrisers Hyderabad,8,6,1,133.33
P Parameswaran,Deccan Chargers,0,1,1,0.0
P Parameswaran,Royal Challengers Bengaluru,1,1,1,100.0
P Ray Barman,Sunrisers Hyderabad,19,24,1,79.17
P Sahu,Delhi Daredevils,18,12,1,150.0
P Sahu,Kolkata Knight Riders,1,1,1,100.0
P Simran Singh,Chennai Super Kings,182,129,6,141.09
P Simran Singh,Delhi Capitals,324,201,8,161.19
P Simran Singh,Gujarat Titans,121,92,6,131.52
P Simran Singh,Kolkata Knight Riders,206,110,6,187.27
P Simran Singh,Lucknow Super Giants,261,146,7,178.77
P Simran Singh,Mumbai Indians,191,121,7,157.85
P Simran Singh,Rajasthan Royals,175,124,7,141.13
P Simran Singh,Royal Challengers Bengaluru,176,121,9,145.45
P Simran Singh,Sunrisers Hyderabad,212,140,9,151.43
PA Patel,Chennai Super Kings,330,273,13,120.88
PA Patel,Deccan Chargers,24,38,4,63.16
PA Patel,Delhi Capitals,48,29,2,165.52
PA Patel,Delhi Daredevils,305,271,16,112.55
PA Patel,Gujarat Lions,104,75,3,138.67
PA Patel,Kings XI Punjab,583,424,17,137.5
PA Patel,Kolkata Knight Riders,338,314,16,107.64
PA Patel,Mumbai Indians,210,169,11,124.26
PA Patel,Pune Warriors,76,65,5,116.92
PA Patel,Rajasthan Royals,309,239,16,129.29
PA Patel,Rising Pune Supergiants,129,102,5,126.47
PA Patel,Royal Challengers Bengaluru,206,203,16,101.48
PA Patel,Sunrisers Hyderabad,179,148,12,120.95
PA Reddy,Delhi Daredevils,1,8,1,12.5
PA Reddy,Kings XI Punjab,43,30,2,143.33
PA Reddy,Mumbai Indians,7,9,1,77.78
PA Reddy,Pune Warriors,27,30,1,90.0
PA Reddy,Rajasthan Royals,44,40,2,110.0
PA Reddy,Royal Challengers Bengaluru,42,43,3,97.67
PBB Rajapaksa,Chennai Super Kings,51,37,2,137.84
PBB Rajapaksa,Delhi Capitals,4,5,1,80.0
PBB Rajapaksa,Gujarat Titans,59,53,2,111.32
PBB Rajapaksa,Kolkata Knight Riders,81,44,3,184.09
PBB Rajapaksa,Lucknow Super Giants,9,7,1,128.57
PBB Rajapaksa,Rajasthan Royals,28,19,2,147.37
PBB Rajapaksa,Royal Challengers Bengaluru,44,25,2,176.0
PC Valthaty,Chennai Super Kings,120,63,1,190.48
PC Valthaty,Deccan Chargers,78,51,2,152.94
PC Valthaty,Delhi Daredevils,79,75,4,105.33
PC Valthaty,Kochi Tuskers Kerala,17,10,1,170.0
PC Valthaty,Kolkata Knight Riders,20,23,3,86.96
PC Valthaty,Mumbai Indians,47,52,2,90.38
PC Valthaty,Pune Warriors,30,34,4,88.24
PC Valthaty,Rajasthan Royals,55,44,2,125.0
PC Valthaty,Royal Challengers Bengaluru,47,45,3,104.44
PC Valthaty,Sunrisers Hyderabad,6,17,1,35.29
PD Collingwood,Deccan Chargers,51,42,1,121.43
PD Collingwood,Kings XI Punjab,4,7,1,57.14
PD Collingwood,Kolkata Knight Riders,55,48,2,114.58
PD Collingwood,Mumbai Indians,2,5,1,40.0
PD Collingwood,Rajasthan Royals,16,8,1,200.0
PD Collingwood,Royal Challengers Bengaluru,75,46,1,163.04
PD Salt,Chennai Super Kings,98,64,5,153.12
PD Salt,Delhi Capitals,182,99,4,183.84
PD Salt,Gujarat Titans,14,14,2,100.0
PD Salt,Kolkata Knight Riders,61,34,2,179.41
PD Salt,Lucknow Super Giants,157,85,4,184.71
PD Salt,Mumbai Indians,93,46,4,202.17
PD Salt,Punjab Kings,199,110,7,180.91
PD Salt,Rajasthan Royals,101,70,4,144.29
PD Salt,Royal Challengers Bengaluru,165,79,3,208.86
PD Salt,Sunrisers Hyderabad,183,114,5,160.53
PHKD Mendis,Chennai Super Kings,31,21,1,147.62
PHKD Mendis,Gujarat Titans,1,6,2,16.67
PHKD Mendis,Kolkata Knight Riders,27,20,1,135.0
PHKD Mendis,Lucknow Super Giants,32,21,1,152.38
PJ Cummins,Chennai Super Kings,88,52,4,169.23
PJ Cummins,Delhi Capitals,23,28,5,82.14
PJ Cummins,Gujarat Lions,24,13,1,184.62
PJ Cummins,Gujarat Titans,62,30,4,206.67
PJ Cummins,Kings XI Punjab,18,18,3,100.0
PJ Cummins,Kolkata Knight Riders,81,71,6,114.08
PJ Cummins,Lucknow Super Giants,18,4,1,450.0
PJ Cummins,Mumbai Indians,195,102,10,191.18
PJ Cummins,Punjab Kings,3,4,1,75.0
PJ Cummins,Rajasthan Royals,43,36,7,119.44
PJ Cummins,Rising Pune Supergiants,11,6,1,183.33
PJ Cummins,Royal Challengers Bengaluru,68,52,7,130.77
PJ Cummins,Sunrisers Hyderabad,3,3,1,100.0
PJ Sangwan,Chennai Super Kings,0,3,1,0.0
PJ Sangwan,Deccan Chargers,0,1,1,0.0
PJ Sangwan,Delhi Daredevils,1,1,1,100.0
PJ Sangwan,Kings XI Punjab,5,5,1,100.0
PJ Sangwan,Kolkata Knight Riders,0,1,1,0.0
PJ Sangwan,Mumbai Indians,12,18,3,66.67
PJ Sangwan,Punjab Kings,2,5,1,40.0
PJ Sangwan,Rajasthan Royals,1,1,1,100.0
PJ Sangwan,Rising Pune Supergiants,1,2,1,50.0
PJ Sangwan,Royal Challengers Bengaluru,4,2,1,200.0
PJ Sangwan,Sunrisers Hyderabad,0,5,2,0.0
PK Garg,Chennai Super Kings,70,52,3,134.62
PK Garg,Delhi Capitals,17,12,1,141.67
PK Garg,Gujarat Titans,10,13,1,76.92
PK Garg,Kings XI Punjab,3,6,2,50.0
PK Garg,Kolkata Knight Riders,25,38,2,65.79
PK Garg,Mumbai Indians,79,54,3,146.3
PK Garg,Punjab Kings,4,7,1,57.14
PK Garg,Rajasthan Royals,15,9,2,166.67
PK Garg,Royal Challengers Bengaluru,34,38,3,89.47
PK Garg,Sunrisers Hyderabad,12,9,1,133.33
PM Sarvesh Kumar,Delhi Daredevils,1,2,1,50.0
PN Mankad,Kolkata Knight Riders,26,19,1,136.84
PN Mankad,Mumbai Indians,3,7,2,42.86
PN Mankad,Sunrisers Hyderabad,68,46,2,147.83
PP Chawla,Chennai Super Kings,65,75,12,86.67
PP Chawla,Deccan Chargers,55,39,6,141.03
PP Chawla,Delhi Capitals,36,15,3,240.0
PP Chawla,Delhi Daredevils,54,58,9,93.1
PP Chawla,Gujarat Lions,11,16,1,68.75
PP Chawla,Gujarat Titans,18,15,3,120.0
PP Chawla,Kings XI Punjab,54,30,6,180.0
PP Chawla,Kolkata Knight Riders,58,45,9,128.89
PP Chawla,Mumbai Indians,59,63,9,93.65
PP Chawla,Pune Warriors,52,60,3,86.67
PP Chawla,Rajasthan Royals,84,80,14,105.0
PP Chawla,Rising Pune Supergiants,8,5,1,160.0
PP Chawla,Royal Challengers Bengaluru,21,15,4,140.0
PP Chawla,Sunrisers Hyderabad,48,45,6,106.67
PP Hinge,Chennai Super Kings,0,1,1,0.0
PP Hinge,Gujarat Titans,3,8,1,37.5
PP Ojha,Chennai Super Kings,4,11,6,36.36
PP Ojha,Delhi Daredevils,6,17,5,35.29
PP Ojha,Mumbai Indians,2,4,2,50.0
PP Ojha,Pune Warriors,1,2,2,50.0
PP Ojha,Rajasthan Royals,2,3,2,66.67
PP Ojha,Royal Challengers Bengaluru,1,7,2,14.29
PP Shaw,Chennai Super Kings,321,212,12,151.42
PP Shaw,Gujarat Titans,35,25,4,140.0
PP Shaw,Kings XI Punjab,47,42,5,111.9
PP Shaw,Kolkata Knight Riders,427,253,11,168.77
PP Shaw,Lucknow Super Giants,110,72,4,152.78
PP Shaw,Mumbai Indians,208,162,12,128.4
PP Shaw,Punjab Kings,166,97,4,171.13
PP Shaw,Rajasthan Royals,165,130,9,126.92
PP Shaw,Royal Challengers Bengaluru,184,129,9,142.64
PP Shaw,Sunrisers Hyderabad,227,158,9,143.67
PR Shah,Deccan Chargers,39,25,3,156.0
PR Shah,Delhi Daredevils,23,32,3,71.88
PR Shah,Kings XI Punjab,5,5,1,100.0
PR Shah,Kochi Tuskers Kerala,5,5,1,100.0
PR Shah,Royal Challengers Bengaluru,19,23,1,82.61
PR Veer,Lucknow Super Giants,30,22,2,136.36
PR Veer,Punjab Kings,6,7,1,85.71
PR Veer,Royal Challengers Bengaluru,43,29,1,148.28
PR Veer,Sunrisers Hyderabad,11,9,1,122.22
PSP Handscomb,Mumbai Indians,6,12,1,50.0
PV Tambe,Chennai Super Kings,3,3,2,100.0
PV Tambe,Royal Challengers Bengaluru,9,22,2,40.91
PV Tambe,Sunrisers Hyderabad,6,13,2,46.15
PVD Chameera,Gujarat Titans,1,1,1,100.0
PVD Chameera,Kolkata Knight Riders,2,4,2,50.0
PVD Chameera,Mumbai Indians,8,10,1,80.0
PVD Chameera,Punjab Kings,17,10,1,170.0
PVD Chameera,Rajasthan Royals,13,9,2,144.44
PVD Chameera,Royal Challengers Bengaluru,12,11,4,109.09
PVSN Raju,Chennai Super Kings,1,1,1,100.0
PWA Mulder,Delhi Capitals,9,11,1,81.82
PWH de Silva,Chennai Super Kings,14,12,5,116.67
PWH de Silva,Kolkata Knight Riders,13,14,5,92.86
PWH de Silva,Lucknow Super Giants,8,7,1,114.29
PWH de Silva,Mumbai Indians,12,8,1,150.0
PWH de Silva,Punjab Kings,1,4,2,25.0
PWH de Silva,Rajasthan Royals,24,21,3,114.29
PWH de Silva,Royal Challengers Bengaluru,1,3,1,33.33
PWH de Silva,Sunrisers Hyderabad,8,19,1,42.11
Pankaj Singh,Deccan Chargers,4,3,1,133.33
Pankaj Singh,Delhi Daredevils,1,1,1,100.0
Pankaj Singh,Kings XI Punjab,1,6,2,16.67
Pankaj Singh,Mumbai Indians,1,2,1,50.0
Parvez Rasool,Chennai Super Kings,2,2,1,100.0
Parvez Rasool,Kolkata Knight Riders,1,4,1,25.0
Parvez Rasool,Mumbai Indians,4,5,1,80.0
Parvez Rasool,Sunrisers Hyderabad,10,9,1,111.11
Prince Yadav,Kolkata Knight Riders,0,1,1,0.0
Prince Yadav,Mumbai Indians,4,9,1,44.44
Prince Yadav,Punjab Kings,1,1,1,100.0
Priyansh Arya,Chennai Super Kings,165,67,3,246.27
Priyansh Arya,Delhi Capitals,175,92,4,190.22
Priyansh Arya,Gujarat Titans,56,33,3,169.7
Priyansh Arya,Kolkata Knight Riders,91,47,2,193.62
Priyansh Arya,Lucknow Super Giants,102,51,4,200.0
Priyansh Arya,Mumbai Indians,119,71,4,167.61
Priyansh Arya,Rajasthan Royals,38,19,3,200.0
Priyansh Arya,Royal Challengers Bengaluru,69,53,5,130.19
Priyansh Arya,Sunrisers Hyderabad,94,36,3,261.11
Q de Kock,Chennai Super Kings,419,321,17,130.53
Q de Kock,Delhi Capitals,350,251,12,139.44
Q de Kock,Delhi Daredevils,18,16,1,112.5
Q de Kock,Gujarat Lions,51,56,2,91.07
Q de Kock,Gujarat Titans,107,75,5,142.67
Q de Kock,Kings XI Punjab,296,223,8,132.74
Q de Kock,Kolkata Knight Riders,455,307,15,148.21
Q de Kock,Lucknow Super Giants,15,9,1,166.67
Q de Kock,Mumbai Indians,142,124,9,114.52
Q de Kock,Pune Warriors,2,8,1,25.0
Q de Kock,Punjab Kings,244,173,6,141.04
Q de Kock,Rajasthan Royals,468,329,12,142.25
Q de Kock,Rising Pune Supergiants,2,8,1,25.0
Q de Kock,Royal Challengers Bengaluru,455,321,13,141.74
Q de Kock,Sunrisers Hyderabad,412,325,15,126.77
R Ashwin,Chennai Super Kings,88,62,7,141.94
R Ashwin,Deccan Chargers,11,12,3,91.67
R Ashwin,Delhi Capitals,100,78,5,128.21
R Ashwin,Delhi Daredevils,33,34,5,97.06
R Ashwin,Gujarat Titans,28,27,5,103.7
R Ashwin,Kings XI Punjab,44,48,9,91.67
R Ashwin,Kolkata Knight Riders,112,98,12,114.29
R Ashwin,Lucknow Super Giants,41,32,3,128.12
R Ashwin,Mumbai Indians,119,116,14,102.59
R Ashwin,Pune Warriors,11,5,1,220.0
R Ashwin,Punjab Kings,28,23,2,121.74
R Ashwin,Rajasthan Royals,66,54,8,122.22
R Ashwin,Royal Challengers Bengaluru,108,71,12,152.11
R Ashwin,Sunrisers Hyderabad,43,44,7,97.73
R Bhatia,Chennai Super Kings,55,53,8,103.77
R Bhatia,Deccan Chargers,4,3,2,133.33
R Bhatia,Delhi Daredevils,66,65,4,101.54
R Bhatia,Gujarat Lions,0,2,1,0.0
R Bhatia,Kings XI Punjab,37,29,5,127.59
R Bhatia,Kochi Tuskers Kerala,11,9,2,122.22
R Bhatia,Kolkata Knight Riders,9,5,3,180.0
R Bhatia,Mumbai Indians,50,43,9,116.28
R Bhatia,Pune Warriors,24,17,3,141.18
R Bhatia,Rajasthan Royals,20,15,2,133.33
R Bhatia,Royal Challengers Bengaluru,58,32,6,181.25
R Bhatia,Sunrisers Hyderabad,8,11,2,72.73
R Bishnoi,Chennai Super Kings,0,1,1,0.0
R Bishnoi,Deccan Chargers,1,2,1,50.0
R Bishnoi,Kings XI Punjab,18,14,1,128.57
R Dhawan,Chennai Super Kings,28,23,2,121.74
R Dhawan,Delhi Capitals,4,13,1,30.77
R Dhawan,Delhi Daredevils,8,5,1,160.0
R Dhawan,Gujarat Titans,1,1,1,100.0
R Dhawan,Kings XI Punjab,14,15,1,93.33
R Dhawan,Kolkata Knight Riders,56,50,4,112.0
R Dhawan,Lucknow Super Giants,21,22,1,95.45
R Dhawan,Mumbai Indians,20,15,2,133.33
R Dhawan,Rajasthan Royals,9,5,3,180.0
R Dhawan,Rising Pune Supergiants,11,4,1,275.0
R Dhawan,Royal Challengers Bengaluru,31,26,3,119.23
R Dhawan,Sunrisers Hyderabad,7,8,2,87.5
R Dravid,Chennai Super Kings,277,256,12,108.2
R Dravid,Deccan Chargers,339,274,11,123.72
R Dravid,Delhi Daredevils,352,294,10,119.73
R Dravid,Kings XI Punjab,200,179,8,111.73
R Dravid,Kochi Tuskers Kerala,45,41,2,109.76
R Dravid,Kolkata Knight Riders,204,185,10,110.27
R Dravid,Mumbai Indians,195,194,11,100.52
R Dravid,Pune Warriors,165,143,5,115.38
R Dravid,Rajasthan Royals,146,91,5,160.44
R Dravid,Royal Challengers Bengaluru,177,152,5,116.45
R Dravid,Sunrisers Hyderabad,73,69,3,105.8
R McLaren,Chennai Super Kings,2,4,2,50.0
R McLaren,Deccan Chargers,22,29,2,75.86
R McLaren,Kings XI Punjab,0,1,1,0.0
R McLaren,Kolkata Knight Riders,0,2,1,0.0
R McLaren,Mumbai Indians,1,3,1,33.33
R McLaren,Pune Warriors,51,43,1,118.6
R McLaren,Rajasthan Royals,13,12,2,108.33
R McLaren,Royal Challengers Bengaluru,70,77,3,90.91
R Minz,Chennai Super Kings,8,12,2,66.67
R Minz,Gujarat Titans,3,6,1,50.0
R Minz,Sunrisers Hyderabad,1,1,1,100.0
R Ninan,Deccan Chargers,3,5,1,60.0
R Parag,Chennai Super Kings,136,113,8,120.35
R Parag,Delhi Capitals,335,237,12,141.35
R Parag,Gujarat Titans,199,134,10,148.51
R Parag,Kings XI Punjab,0,2,1,0.0
R Parag,Kolkata Knight Riders,237,146,9,162.33
R Parag,Lucknow Super Giants,158,117,7,135.04
R Parag,Mumbai Indians,163,107,8,152.34
R Parag,Punjab Kings,224,143,10,156.64
R Parag,Royal Challengers Bengaluru,201,148,9,135.81
R Parag,Sunrisers Hyderabad,220,149,12,147.65
R Powell,Chennai Super Kings,34,31,2,109.68
R Powell,Delhi Capitals,47,36,3,130.56
R Powell,Gujarat Titans,47,32,2,146.88
R Powell,Kolkata Knight Riders,67,35,3,191.43
R Powell,Lucknow Super Giants,79,62,5,127.42
R Powell,Mumbai Indians,87,69,4,126.09
R Powell,Punjab Kings,17,16,3,106.25
R Powell,Rajasthan Royals,61,37,3,164.86
R Powell,Royal Challengers Bengaluru,16,9,2,177.78
R Powell,Sunrisers Hyderabad,100,62,3,161.29
R Rampaul,Chennai Super Kings,0,4,1,0.0
R Rampaul,Delhi Daredevils,12,7,1,171.43
R Rampaul,Kolkata Knight Riders,0,3,1,0.0
R Rampaul,Mumbai Indians,22,17,1,129.41
R Rampaul,Pune Warriors,0,1,1,0.0
R Rampaul,Rajasthan Royals,16,17,2,94.12
R Ravindra,Delhi Capitals,4,17,2,23.53
R Ravindra,Gujarat Titans,47,22,2,213.64
R Ravindra,Kolkata Knight Riders,19,17,2,111.76
R Ravindra,Lucknow Super Giants,37,23,2,160.87
R Ravindra,Mumbai Indians,91,70,3,130.0
R Ravindra,Punjab Kings,36,22,1,163.64
R Ravindra,Rajasthan Royals,27,22,2,122.73
R Ravindra,Royal Challengers Bengaluru,135,82,3,164.63
R Ravindra,Sunrisers Hyderabad,12,9,1,133.33
R Sai Kishore,Chennai Super Kings,3,7,1,42.86
R Sai Kishore,Delhi Capitals,13,6,1,216.67
R Sai Kishore,Lucknow Super Giants,1,2,1,50.0
R Sai Kishore,Mumbai Indians,1,1,1,100.0
R Sanjay Yadav,Sunrisers Hyderabad,0,2,1,0.0
R Sathish,Chennai Super Kings,17,28,5,60.71
R Sathish,Deccan Chargers,3,5,1,60.0
R Sathish,Delhi Daredevils,28,20,2,140.0
R Sathish,Kings XI Punjab,37,26,2,142.31
R Sathish,Kolkata Knight Riders,32,22,2,145.45
R Sathish,Rajasthan Royals,28,27,5,103.7
R Sathish,Rising Pune Supergiants,10,8,1,125.0
R Sathish,Royal Challengers Bengaluru,81,67,4,120.9
R Sathish,Sunrisers Hyderabad,33,27,2,122.22
R Sharma,Chennai Super Kings,1,2,2,50.0
R Sharma,Delhi Daredevils,14,8,1,175.0
R Sharma,Kings XI Punjab,3,7,3,42.86
R Sharma,Kochi Tuskers Kerala,10,9,1,111.11
R Sharma,Mumbai Indians,28,29,4,96.55
R Sharma,Rajasthan Royals,10,9,3,111.11
R Sharma,Royal Challengers Bengaluru,0,9,3,0.0
R Sharma,Sunrisers Hyderabad,0,2,2,0.0
R Shepherd,Chennai Super Kings,48,15,2,320.0
R Shepherd,Delhi Capitals,40,14,2,285.71
R Shepherd,Gujarat Titans,17,15,1,113.33
R Shepherd,Lucknow Super Giants,46,32,4,143.75
R Shepherd,Mumbai Indians,6,12,2,50.0
R Shepherd,Punjab Kings,44,25,3,176.0
R Shepherd,Rajasthan Royals,46,29,2,158.62
R Shepherd,Sunrisers Hyderabad,15,8,3,187.5
R Shukla,Delhi Daredevils,1,2,1,50.0
R Shukla,Rajasthan Royals,14,12,1,116.67
R Shukla,Royal Challengers Bengaluru,2,6,1,33.33
R Shukla,Sunrisers Hyderabad,2,3,1,66.67
R Smaran,Chennai Super Kings,5,2,1,250.0
R Smaran,Gujarat Titans,9,15,1,60.0
R Smaran,Kolkata Knight Riders,4,4,1,100.0
R Smaran,Rajasthan Royals,1,4,1,25.0
R Tewatia,Chennai Super Kings,88,91,10,96.7
R Tewatia,Delhi Capitals,140,117,10,119.66
R Tewatia,Kings XI Punjab,102,72,4,141.67
R Tewatia,Kolkata Knight Riders,136,115,10,118.26
R Tewatia,Lucknow Super Giants,104,78,7,133.33
R Tewatia,Mumbai Indians,120,96,10,125.0
R Tewatia,Punjab Kings,110,70,10,157.14
R Tewatia,Rajasthan Royals,99,47,7,210.64
R Tewatia,Rising Pune Supergiants,4,3,1,133.33
R Tewatia,Royal Challengers Bengaluru,285,178,13,160.11
R Tewatia,Sunrisers Hyderabad,111,71,9,156.34
R Vinay Kumar,Chennai Super Kings,17,11,5,154.55
R Vinay Kumar,Deccan Chargers,37,41,4,90.24
R Vinay Kumar,Delhi Daredevils,35,31,5,112.9
R Vinay Kumar,Gujarat Lions,1,1,1,100.0
R Vinay Kumar,Kings XI Punjab,3,5,3,60.0
R Vinay Kumar,Kolkata Knight Riders,50,50,4,100.0
R Vinay Kumar,Mumbai Indians,75,71,6,105.63
R Vinay Kumar,Pune Warriors,1,1,1,100.0
R Vinay Kumar,Rajasthan Royals,59,36,7,163.89
R Vinay Kumar,Rising Pune Supergiants,12,11,1,109.09
R Vinay Kumar,Royal Challengers Bengaluru,13,11,3,118.18
R Vinay Kumar,Sunrisers Hyderabad,7,5,2,140.0
RA Bawa,Kolkata Knight Riders,11,13,1,84.62
RA Bawa,Punjab Kings,8,4,1,200.0
RA Bawa,Royal Challengers Bengaluru,16,15,2,106.67
RA Jadeja,Chennai Super Kings,99,72,5,137.5
RA Jadeja,Deccan Chargers,107,113,6,94.69
RA Jadeja,Delhi Capitals,181,108,10,167.59
RA Jadeja,Delhi Daredevils,275,211,16,130.33
RA Jadeja,Gujarat Titans,196,134,10,146.27
RA Jadeja,Kings XI Punjab,272,213,15,127.7
RA Jadeja,Kolkata Knight Riders,482,358,29,134.64
