Batter,Opponent,runs,balls_faced,innings,strike_rate
M Vohra,Kolkata Knight Riders,241,194,10,124.23
M Vohra,Mumbai Indians,109,86,5,126.74
M Vohra,Pune Warriors,65,41,2,158.54
M Vohra,Punjab Kings,12,8,1,150.0
M Vohra,Rajasthan Royals,28,26,2,107.69
M Vohra,Rising Pune Supergiants,65,42,2,154.76
M Vohra,Royal Challengers Bengaluru,98,78,6,125.64
M Vohra,Sunrisers Hyderabad,203,134,8,151.49
M de Lange,Delhi Daredevils,1,2,1,50.0
MA Agarwal,Chennai Super Kings,262,219,17,119.63
MA Agarwal,Deccan Chargers,33,20,3,165.0
MA Agarwal,Delhi Capitals,344,241,10,142.74
MA Agarwal,Delhi Daredevils,64,54,4,118.52
MA Agarwal,Gujarat Titans,21,26,2,80.77
MA Agarwal,Kings XI Punjab,136,110,7,123.64
MA Agarwal,Kochi Tuskers Kerala,31,22,1,140.91
MA Agarwal,Kolkata Knight Riders,336,271,17,123.99
MA Agarwal,Lucknow Super Giants,74,47,3,157.45
MA Agarwal,Mumbai Indians,439,295,18,148.81
MA Agarwal,Pune Warriors,9,9,1,100.0
MA Agarwal,Punjab Kings,64,51,3,125.49
MA Agarwal,Rajasthan Royals,392,253,13,154.94
MA Agarwal,Royal Challengers Bengaluru,309,242,12,127.69
MA Agarwal,Sunrisers Hyderabad,232,194,14,119.59
MA Khote,Chennai Super Kings,9,5,1,180.0
MA Khote,Deccan Chargers,7,10,1,70.0
MA Khote,Kings XI Punjab,8,7,1,114.29
MA Starc,Chennai Super Kings,13,19,5,68.42
MA Starc,Delhi Capitals,1,1,1,100.0
MA Starc,Gujarat Titans,2,2,1,100.0
MA Starc,Kings XI Punjab,37,40,2,92.5
MA Starc,Kolkata Knight Riders,12,11,3,109.09
MA Starc,Lucknow Super Giants,2,5,1,40.0
MA Starc,Mumbai Indians,8,9,4,88.89
MA Starc,Rajasthan Royals,18,16,1,112.5
MA Starc,Sunrisers Hyderabad,18,18,4,100.0
MA Wood,Chennai Super Kings,10,3,1,333.33
MA Wood,Mumbai Indians,1,3,1,33.33
MA Wood,Royal Challengers Bengaluru,1,2,1,50.0
MC Henriques,Chennai Super Kings,34,15,3,226.67
MC Henriques,Deccan Chargers,17,13,2,130.77
MC Henriques,Delhi Daredevils,187,138,8,135.51
MC Henriques,Gujarat Lions,81,63,4,128.57
MC Henriques,Kings XI Punjab,95,91,8,104.4
MC Henriques,Kolkata Knight Riders,122,102,8,119.61
MC Henriques,Mumbai Indians,76,77,4,98.7
MC Henriques,Pune Warriors,27,13,1,207.69
MC Henriques,Rajasthan Royals,51,52,3,98.08
MC Henriques,Rising Pune Supergiants,70,46,4,152.17
MC Henriques,Royal Challengers Bengaluru,171,109,6,156.88
MC Henriques,Sunrisers Hyderabad,65,66,3,98.48
MC Juneja,Chennai Super Kings,2,3,1,66.67
MC Juneja,Kings XI Punjab,14,20,1,70.0
MC Juneja,Kolkata Knight Riders,8,9,1,88.89
MC Juneja,Mumbai Indians,49,40,1,122.5
MC Juneja,Rajasthan Royals,20,18,1,111.11
MC Juneja,Royal Challengers Bengaluru,17,16,1,106.25
MC Juneja,Sunrisers Hyderabad,15,22,1,68.18
MD Choudhary,Chennai Super Kings,13,10,1,130.0
MD Choudhary,Delhi Capitals,14,11,1,127.27
MD Choudhary,Gujarat Titans,18,14,1,128.57
MD Choudhary,Kolkata Knight Riders,55,29,2,189.66
MD Choudhary,Punjab Kings,22,20,2,110.0
MD Choudhary,Rajasthan Royals,7,3,1,233.33
MD Choudhary,Royal Challengers Bengaluru,39,28,1,139.29
MD Choudhary,Sunrisers Hyderabad,2,5,1,40.0
MD Mishra,Chennai Super Kings,34,41,4,82.93
MD Mishra,Delhi Daredevils,32,33,3,96.97
MD Mishra,Kings XI Punjab,20,21,1,95.24
MD Mishra,Kochi Tuskers Kerala,37,21,1,176.19
MD Mishra,Kolkata Knight Riders,29,16,1,181.25
MD Mishra,Mumbai Indians,29,28,3,103.57
MD Mishra,Royal Challengers Bengaluru,54,46,4,117.39
MD Shanaka,Chennai Super Kings,17,16,1,106.25
MD Shanaka,Delhi Capitals,10,8,1,125.0
MD Shanaka,Gujarat Titans,19,20,2,95.0
MD Shanaka,Mumbai Indians,29,15,1,193.33
MD Shanaka,Royal Challengers Bengaluru,0,3,1,0.0
MD Shanaka,Sunrisers Hyderabad,14,10,2,140.0
MDKJ Perera,Delhi Daredevils,14,12,1,116.67
MDKJ Perera,Pune Warriors,0,1,1,0.0
MEK Hussey,Chennai Super Kings,40,40,2,100.0
MEK Hussey,Deccan Chargers,54,52,2,103.85
MEK Hussey,Delhi Daredevils,235,203,8,115.76
MEK Hussey,Kings XI Punjab,251,164,6,153.05
MEK Hussey,Kochi Tuskers Kerala,40,47,2,85.11
MEK Hussey,Kolkata Knight Riders,281,250,7,112.4
MEK Hussey,Mumbai Indians,258,225,10,114.67
MEK Hussey,Pune Warriors,75,73,3,102.74
MEK Hussey,Rajasthan Royals,350,258,7,135.66
MEK Hussey,Royal Challengers Bengaluru,281,231,9,121.65
MEK Hussey,Sunrisers Hyderabad,111,67,2,165.67
MF Maharoof,Deccan Chargers,19,11,1,172.73
MF Maharoof,Kings XI Punjab,22,23,5,95.65
MF Maharoof,Kolkata Knight Riders,12,15,2,80.0
MF Maharoof,Mumbai Indians,48,31,2,154.84
MF Maharoof,Rajasthan Royals,45,22,2,204.55
MF Maharoof,Royal Challengers Bengaluru,31,21,2,147.62
MG Bracewell,Gujarat Titans,26,16,1,162.5
MG Bracewell,Kolkata Knight Riders,19,18,1,105.56
MG Bracewell,Rajasthan Royals,9,9,1,100.0
MG Bracewell,Sunrisers Hyderabad,4,4,1,100.0
MG Johnson,Chennai Super Kings,20,18,5,111.11
MG Johnson,Delhi Daredevils,23,21,3,109.52
MG Johnson,Kolkata Knight Riders,35,32,5,109.38
MG Johnson,Mumbai Indians,12,14,4,85.71
MG Johnson,Rajasthan Royals,26,27,4,96.3
MG Johnson,Rising Pune Supergiants,13,14,1,92.86
MG Johnson,Royal Challengers Bengaluru,26,21,3,123.81
MG Johnson,Sunrisers Hyderabad,11,16,3,68.75
MJ Clarke,Deccan Chargers,41,31,1,132.26
MJ Clarke,Kolkata Knight Riders,14,20,2,70.0
MJ Clarke,Mumbai Indians,14,15,1,93.33
MJ Clarke,Rajasthan Royals,16,18,1,88.89
MJ Clarke,Royal Challengers Bengaluru,13,10,1,130.0
MJ Guptill,Delhi Capitals,36,19,1,189.47
MJ Guptill,Delhi Daredevils,98,69,2,142.03
MJ Guptill,Gujarat Lions,9,14,2,64.29
MJ Guptill,Kolkata Knight Riders,12,16,1,75.0
MJ Guptill,Mumbai Indians,46,29,2,158.62
MJ Guptill,Rising Pune Supergiants,0,1,1,0.0
MJ Guptill,Royal Challengers Bengaluru,39,33,2,118.18
MJ Guptill,Sunrisers Hyderabad,25,15,2,166.67
MJ Henry,Rajasthan Royals,5,7,1,71.43
MJ Henry,Royal Challengers Bengaluru,2,3,1,66.67
MJ Lumb,Chennai Super Kings,67,42,2,159.52
MJ Lumb,Deccan Chargers,60,42,2,142.86
MJ Lumb,Delhi Daredevils,0,2,1,0.0
MJ Lumb,Kings XI Punjab,124,71,2,174.65
MJ Lumb,Kolkata Knight Riders,0,1,1,0.0
MJ Lumb,Mumbai Indians,8,8,2,100.0
MJ Lumb,Royal Challengers Bengaluru,19,25,2,76.0
MJ McClenaghan,Chennai Super Kings,0,2,1,0.0
MJ McClenaghan,Delhi Capitals,10,8,1,125.0
MJ McClenaghan,Delhi Daredevils,1,2,2,50.0
MJ McClenaghan,Gujarat Lions,1,1,1,100.0
MJ McClenaghan,Kings XI Punjab,14,12,3,116.67
MJ McClenaghan,Kolkata Knight Riders,20,8,1,250.0
MJ McClenaghan,Rajasthan Royals,0,1,1,0.0
MJ McClenaghan,Rising Pune Supergiants,14,13,2,107.69
MJ McClenaghan,Royal Challengers Bengaluru,13,9,3,144.44
MJ McClenaghan,Sunrisers Hyderabad,11,13,4,84.62
MJ Owen,Rajasthan Royals,0,2,1,0.0
MJ Santner,Chennai Super Kings,11,13,1,84.62
MJ Santner,Delhi Capitals,18,13,1,138.46
MJ Santner,Gujarat Titans,20,17,5,117.65
MJ Santner,Lucknow Super Giants,3,3,2,100.0
MJ Santner,Mumbai Indians,32,28,2,114.29
MJ Santner,Punjab Kings,21,28,4,75.0
MJ Santner,Rajasthan Royals,11,5,2,220.0
MJ Santner,Royal Challengers Bengaluru,19,14,3,135.71
MJ Santner,Sunrisers Hyderabad,0,1,1,0.0
MJ Suthar,Royal Challengers Bengaluru,1,2,1,50.0
MK Lomror,Chennai Super Kings,42,33,3,127.27
MK Lomror,Delhi Capitals,120,83,6,144.58
MK Lomror,Gujarat Titans,17,11,2,154.55
MK Lomror,Kings XI Punjab,9,9,1,100.0
MK Lomror,Kolkata Knight Riders,38,21,2,180.95
MK Lomror,Lucknow Super Giants,50,26,3,192.31
MK Lomror,Mumbai Indians,12,17,3,70.59
MK Lomror,Punjab Kings,73,39,5,187.18
MK Lomror,Rajasthan Royals,49,35,4,140.0
MK Lomror,Royal Challengers Bengaluru,50,43,2,116.28
MK Lomror,Sunrisers Hyderabad,66,55,4,120.0
MK Pandey,Chennai Super Kings,411,371,21,110.78
MK Pandey,Deccan Chargers,212,171,8,123.98
MK Pandey,Delhi Capitals,150,131,7,114.5
MK Pandey,Delhi Daredevils,332,259,11,128.19
MK Pandey,Gujarat Lions,25,26,3,96.15
MK Pandey,Gujarat Titans,7,9,2,77.78
MK Pandey,Kings XI Punjab,531,439,21,120.96
MK Pandey,Kolkata Knight Riders,277,236,13,117.37
MK Pandey,Mumbai Indians,830,640,26,129.69
MK Pandey,Punjab Kings,13,26,2,50.0
MK Pandey,Rajasthan Royals,383,282,13,135.82
MK Pandey,Rising Pune Supergiants,52,42,2,123.81
MK Pandey,Royal Challengers Bengaluru,391,336,18,116.37
MK Pandey,Sunrisers Hyderabad,388,320,15,121.25
MK Tiwary,Chennai Super Kings,173,156,12,110.9
MK Tiwary,Deccan Chargers,101,84,6,120.24
MK Tiwary,Delhi Daredevils,178,143,7,124.48
MK Tiwary,Gujarat Lions,31,29,2,106.9
MK Tiwary,Kings XI Punjab,261,229,9,113.97
MK Tiwary,Kochi Tuskers Kerala,47,58,2,81.03
MK Tiwary,Kolkata Knight Riders,83,80,6,103.75
MK Tiwary,Mumbai Indians,304,250,11,121.6
MK Tiwary,Pune Warriors,53,49,5,108.16
MK Tiwary,Rajasthan Royals,202,173,8,116.76
MK Tiwary,Royal Challengers Bengaluru,202,162,11,124.69
MK Tiwary,Sunrisers Hyderabad,50,31,4,161.29
ML Hayden,Deccan Chargers,135,97,5,139.18
ML Hayden,Delhi Daredevils,181,94,4,192.55
ML Hayden,Kings XI Punjab,148,106,4,139.62
ML Hayden,Kolkata Knight Riders,70,58,3,120.69
ML Hayden,Mumbai Indians,252,210,6,120.0
ML Hayden,Rajasthan Royals,102,81,4,125.93
ML Hayden,Royal Challengers Bengaluru,208,153,6,135.95
MM Ali,Chennai Super Kings,36,26,3,138.46
MM Ali,Delhi Capitals,116,91,7,127.47
MM Ali,Delhi Daredevils,1,3,1,33.33
MM Ali,Gujarat Titans,110,78,6,141.03
MM Ali,Kings XI Punjab,4,5,1,80.0
MM Ali,Kolkata Knight Riders,161,92,6,175.0
MM Ali,Lucknow Super Giants,84,55,3,152.73
MM Ali,Mumbai Indians,121,80,5,151.25
MM Ali,Punjab Kings,88,74,6,118.92
MM Ali,Rajasthan Royals,204,152,9,134.21
MM Ali,Royal Challengers Bengaluru,77,60,4,128.33
MM Ali,Sunrisers Hyderabad,163,116,8,140.52
MM Patel,Chennai Super Kings,0,1,1,0.0
MM Patel,Deccan Chargers,5,7,1,71.43
MM Patel,Delhi Daredevils,24,15,2,160.0
MM Patel,Kings XI Punjab,0,1,1,0.0
MM Patel,Kolkata Knight Riders,9,9,2,100.0
MM Patel,Mumbai Indians,0,1,1,0.0
MM Patel,Pune Warriors,1,2,1,50.0
MM Patel,Royal Challengers Bengaluru,0,4,2,0.0
MM Patel,Sunrisers Hyderabad,0,1,1,0.0
MM Sharma,Chennai Super Kings,2,3,1,66.67
MM Sharma,Delhi Capitals,2,14,1,14.29
MM Sharma,Delhi Daredevils,30,23,3,130.43
MM Sharma,Gujarat Lions,5,5,2,100.0
MM Sharma,Kings XI Punjab,1,3,1,33.33
MM Sharma,Kolkata Knight Riders,16,16,5,100.0
MM Sharma,Lucknow Super Giants,1,2,1,50.0
MM Sharma,Mumbai Indians,24,18,6,133.33
MM Sharma,Rising Pune Supergiants,6,12,1,50.0
MM Sharma,Royal Challengers Bengaluru,26,30,6,86.67
MM Sharma,Sunrisers Hyderabad,12,10,3,120.0
MN Samuels,Chennai Super Kings,34,39,2,87.18
MN Samuels,Deccan Chargers,4,9,2,44.44
MN Samuels,Gujarat Lions,1,4,1,25.0
MN Samuels,Kings XI Punjab,51,60,3,85.0
MN Samuels,Mumbai Indians,5,9,2,55.56
MN Samuels,Rising Pune Supergiants,27,21,1,128.57
MN Samuels,Royal Challengers Bengaluru,34,21,2,161.9
MN Samuels,Sunrisers Hyderabad,5,9,1,55.56
MN van Wyk,Delhi Daredevils,70,49,2,142.86
MN van Wyk,Kings XI Punjab,18,12,1,150.0
MN van Wyk,Mumbai Indians,32,35,1,91.43
MN van Wyk,Royal Challengers Bengaluru,43,35,1,122.86
MP Breetzke,Royal Challengers Bengaluru,14,12,1,116.67
MP Stoinis,Chennai Super Kings,221,139,10,158.99
MP Stoinis,Delhi Capitals,134,101,8,132.67
MP Stoinis,Delhi Daredevils,73,58,2,125.86
MP Stoinis,Gujarat Lions,67,48,3,139.58
MP Stoinis,Gujarat Titans,124,103,7,120.39
MP Stoinis,Kings XI Punjab,135,80,4,168.75
MP Stoinis,Kolkata Knight Riders,159,113,12,140.71
MP Stoinis,Lucknow Super Giants,44,21,2,209.52
MP Stoinis,Mumbai Indians,352,240,16,146.67
MP Stoinis,Punjab Kings,134,79,5,169.62
MP Stoinis,Rajasthan Royals,274,202,14,135.64
MP Stoinis,Royal Challengers Bengaluru,344,217,16,158.53
MP Stoinis,Sunrisers Hyderabad,167,111,9,150.45
MP Yadav,Rajasthan Royals,5,5,1,100.0
MR Marsh,Chennai Super Kings,191,128,8,149.22
MR Marsh,Deccan Chargers,37,28,1,132.14
MR Marsh,Delhi Capitals,152,100,3,152.0
MR Marsh,Delhi Daredevils,13,19,1,68.42
MR Marsh,Gujarat Lions,7,11,1,63.64
MR Marsh,Gujarat Titans,132,72,3,183.33
MR Marsh,Kings XI Punjab,32,25,3,128.0
MR Marsh,Kolkata Knight Riders,118,88,7,134.09
MR Marsh,Lucknow Super Giants,37,21,2,176.19
MR Marsh,Mumbai Indians,172,105,5,163.81
MR Marsh,Punjab Kings,126,98,6,128.57
MR Marsh,Rajasthan Royals,298,198,6,150.51
MR Marsh,Royal Challengers Bengaluru,282,193,8,146.11
MR Marsh,Sunrisers Hyderabad,250,159,8,157.23
MS Bhandage,Punjab Kings,1,4,1,25.0
MS Bisla,Chennai Super Kings,232,160,5,145.0
MS Bisla,Deccan Chargers,29,41,3,70.73
MS Bisla,Delhi Daredevils,10,22,3,45.45
MS Bisla,Kings XI Punjab,89,84,4,105.95
MS Bisla,Kochi Tuskers Kerala,16,14,1,114.29
MS Bisla,Kolkata Knight Riders,40,37,2,108.11
MS Bisla,Mumbai Indians,49,47,4,104.26
MS Bisla,Pune Warriors,13,17,2,76.47
MS Bisla,Rajasthan Royals,127,124,8,102.42
MS Bisla,Royal Challengers Bengaluru,146,112,5,130.36
MS Bisla,Sunrisers Hyderabad,43,42,2,102.38
MS Dhoni,Deccan Chargers,280,246,10,113.82
MS Dhoni,Delhi Capitals,244,179,13,136.31
MS Dhoni,Delhi Daredevils,487,348,19,139.94
MS Dhoni,Gujarat Lions,83,69,4,120.29
MS Dhoni,Gujarat Titans,48,31,5,154.84
MS Dhoni,Kings XI Punjab,594,380,21,156.32
MS Dhoni,Kochi Tuskers Kerala,23,19,2,121.05
MS Dhoni,Kolkata Knight Riders,568,443,30,128.22
MS Dhoni,Lucknow Super Giants,86,30,5,286.67
MS Dhoni,Mumbai Indians,772,589,38,131.07
MS Dhoni,Pune Warriors,134,89,5,150.56
MS Dhoni,Punjab Kings,111,82,8,135.37
MS Dhoni,Rajasthan Royals,583,454,26,128.41
MS Dhoni,Royal Challengers Bengaluru,898,628,34,142.99
MS Dhoni,Sunrisers Hyderabad,498,348,21,143.1
MS Gony,Chennai Super Kings,4,9,2,44.44
MS Gony,Deccan Chargers,15,6,1,250.0
MS Gony,Delhi Daredevils,19,7,2,271.43
MS Gony,Kings XI Punjab,9,12,3,75.0
MS Gony,Kochi Tuskers Kerala,0,1,1,0.0
MS Gony,Kolkata Knight Riders,42,18,1,233.33
MS Gony,Mumbai Indians,0,3,1,0.0
MS Gony,Rajasthan Royals,6,10,3,60.0
MS Gony,Royal Challengers Bengaluru,4,4,1,100.0
MS Wade,Chennai Super Kings,20,15,1,133.33
MS Wade,Delhi Capitals,1,2,1,50.0
MS Wade,Lucknow Super Giants,40,36,2,111.11
MS Wade,Pune Warriors,14,24,2,58.33
MS Wade,Punjab Kings,6,7,1,85.71
MS Wade,Rajasthan Royals,59,52,4,113.46
MS Wade,Royal Challengers Bengaluru,24,22,2,109.09
MS Wade,Sunrisers Hyderabad,19,19,1,100.0
MV Boucher,Chennai Super Kings,37,33,4,112.12
MV Boucher,Deccan Chargers,21,20,2,105.0
MV Boucher,Delhi Daredevils,78,56,4,139.29
MV Boucher,Kings XI Punjab,41,36,2,113.89
MV Boucher,Kochi Tuskers Kerala,5,4,1,125.0
MV Boucher,Kolkata Knight Riders,89,71,4,125.35
MV Boucher,Mumbai Indians,105,67,3,156.72
MV Boucher,Rajasthan Royals,10,18,2,55.56
MV Boucher,Royal Challengers Bengaluru,1,2,1,50.0
MW Short,Gujarat Titans,60,38,2,157.89
MW Short,Lucknow Super Giants,34,22,1,154.55
MW Short,Mumbai Indians,38,36,2,105.56
MW Short,Rajasthan Royals,2,7,1,28.57
MW Short,Royal Challengers Bengaluru,8,7,1,114.29
MW Short,Sunrisers Hyderabad,33,32,2,103.12
Mandeep Singh,Chennai Super Kings,203,182,12,111.54
Mandeep Singh,Deccan Chargers,110,76,3,144.74
Mandeep Singh,Delhi Capitals,71,59,3,120.34
Mandeep Singh,Delhi Daredevils,98,72,8,136.11
Mandeep Singh,Gujarat Lions,8,14,1,57.14
Mandeep Singh,Gujarat Titans,18,16,1,112.5
Mandeep Singh,Kings XI Punjab,120,114,5,105.26
Mandeep Singh,Kochi Tuskers Kerala,15,10,1,150.0
Mandeep Singh,Kolkata Knight Riders,394,285,15,138.25
Mandeep Singh,Mumbai Indians,133,111,12,119.82
Mandeep Singh,Pune Warriors,147,127,5,115.75
Mandeep Singh,Punjab Kings,2,4,1,50.0
Mandeep Singh,Rajasthan Royals,179,130,11,137.69
Mandeep Singh,Rising Pune Supergiants,0,3,1,0.0
Mandeep Singh,Royal Challengers Bengaluru,122,92,7,132.61
Mandeep Singh,Sunrisers Hyderabad,85,90,11,94.44
Mashrafe Mortaza,Deccan Chargers,2,2,1,100.0
Mayank Dagar,Lucknow Super Giants,0,1,1,0.0
Misbah-ul-Haq,Chennai Super Kings,4,6,1,66.67
Misbah-ul-Haq,Deccan Chargers,37,33,2,112.12
Misbah-ul-Haq,Delhi Daredevils,47,25,1,188.0
Misbah-ul-Haq,Kings XI Punjab,29,15,2,193.33
Misbah-ul-Haq,Mumbai Indians,0,1,1,0.0
Misbah-ul-Haq,Rajasthan Royals,0,1,1,0.0
Mohammad Ashraful,Delhi Daredevils,2,10,1,20.0
Mohammad Asif,Mumbai Indians,0,1,1,0.0
Mohammad Asif,Rajasthan Royals,3,5,1,60.0
Mohammad Hafeez,Chennai Super Kings,22,30,2,73.33
Mohammad Hafeez,Deccan Chargers,13,13,1,100.0
Mohammad Hafeez,Kings XI Punjab,13,12,1,108.33
Mohammad Hafeez,Mumbai Indians,7,17,2,41.18
Mohammad Hafeez,Rajasthan Royals,4,8,1,50.0
Mohammad Hafeez,Royal Challengers Bengaluru,5,3,1,166.67
Mohammad Nabi,Chennai Super Kings,4,7,1,57.14
Mohammad Nabi,Delhi Capitals,38,25,3,152.0
Mohammad Nabi,Kings XI Punjab,38,22,4,172.73
Mohammad Nabi,Kolkata Knight Riders,25,19,2,131.58
Mohammad Nabi,Lucknow Super Giants,1,2,1,50.0
Mohammad Nabi,Mumbai Indians,65,50,4,130.0
Mohammad Nabi,Punjab Kings,0,1,1,0.0
Mohammad Nabi,Rajasthan Royals,40,22,2,181.82
Mohammad Nabi,Royal Challengers Bengaluru,4,3,1,133.33
Mohammed Shami,Chennai Super Kings,15,21,4,71.43
Mohammed Shami,Delhi Capitals,2,4,3,50.0
Mohammed Shami,Gujarat Lions,4,2,1,200.0
Mohammed Shami,Gujarat Titans,18,7,2,257.14
Mohammed Shami,Kings XI Punjab,3,7,3,42.86
Mohammed Shami,Kolkata Knight Riders,22,23,7,95.65
Mohammed Shami,Lucknow Super Giants,1,3,1,33.33
Mohammed Shami,Mumbai Indians,9,6,2,150.0
Mohammed Shami,Rajasthan Royals,11,14,2,78.57
Mohammed Shami,Rising Pune Supergiants,4,7,2,57.14
Mohammed Shami,Royal Challengers Bengaluru,22,11,3,200.0
Mohammed Shami,Sunrisers Hyderabad,4,6,4,66.67
Mohammed Siraj,Chennai Super Kings,32,37,5,86.49
Mohammed Siraj,Delhi Capitals,6,8,2,75.0
Mohammed Siraj,Kolkata Knight Riders,8,10,1,80.0
Mohammed Siraj,Lucknow Super Giants,12,9,2,133.33
Mohammed Siraj,Mumbai Indians,8,7,3,114.29
Mohammed Siraj,Punjab Kings,9,14,2,64.29
Mohammed Siraj,Rajasthan Royals,20,18,3,111.11
Mohammed Siraj,Royal Challengers Bengaluru,5,13,1,38.46
Mohammed Siraj,Sunrisers Hyderabad,17,21,4,80.95
Mohit Rathee,Sunrisers Hyderabad,1,2,1,50.0
Mohsin Khan,Delhi Capitals,0,1,1,0.0
Mohsin Khan,Gujarat Titans,1,3,1,33.33
Mohsin Khan,Mumbai Indians,0,7,1,0.0
Mohsin Khan,Punjab Kings,15,7,2,214.29
Mohsin Khan,Rajasthan Royals,9,10,2,90.0
Mujeeb Ur Rahman,Mumbai Indians,1,1,1,100.0
Mujeeb Ur Rahman,Rajasthan Royals,0,1,1,0.0
Mujeeb Ur Rahman,Royal Challengers Bengaluru,0,2,1,0.0
Mujeeb Ur Rahman,Sunrisers Hyderabad,11,11,3,100.0
Mukesh Choudhary,Gujarat Titans,2,2,1,100.0
Mukesh Choudhary,Mumbai Indians,4,4,1,100.0
Mukesh Choudhary,Punjab Kings,2,2,1,100.0
Mukesh Kumar,Lucknow Super Giants,0,1,1,0.0
Mukesh Kumar,Punjab Kings,6,7,1,85.71
Mukesh Kumar,Rajasthan Royals,1,1,1,100.0
Mukesh Kumar,Royal Challengers Bengaluru,3,7,1,42.86
Mukesh Kumar,Sunrisers Hyderabad,0,2,1,0.0
Musheer Khan,Royal Challengers Bengaluru,0,3,1,0.0
Mustafizur Rahman,Chennai Super Kings,0,4,1,0.0
Mustafizur Rahman,Gujarat Titans,3,5,1,60.0
Mustafizur Rahman,Kolkata Knight Riders,0,3,1,0.0
Mustafizur Rahman,Mumbai Indians,9,9,3,100.0
Mustafizur Rahman,Sunrisers Hyderabad,1,3,1,33.33
N Burger,Mumbai Indians,10,3,1,333.33
N Burger,Sunrisers Hyderabad,4,6,2,66.67
N Jagadeesan,Chennai Super Kings,1,3,1,33.33
N Jagadeesan,Gujarat Titans,64,56,3,114.29
N Jagadeesan,Mumbai Indians,0,6,2,0.0
N Jagadeesan,Rajasthan Royals,1,4,1,25.0
N Jagadeesan,Royal Challengers Bengaluru,60,57,2,105.26
N Jagadeesan,Sunrisers Hyderabad,36,21,1,171.43
N Pooran,Chennai Super Kings,290,186,13,155.91
N Pooran,Delhi Capitals,313,166,10,188.55
N Pooran,Gujarat Titans,208,139,8,149.64
N Pooran,Kolkata Knight Riders,326,210,13,155.24
N Pooran,Lucknow Super Giants,34,24,1,141.67
N Pooran,Mumbai Indians,307,159,11,193.08
N Pooran,Punjab Kings,188,132,9,142.42
N Pooran,Rajasthan Royals,249,185,13,134.59
N Pooran,Royal Challengers Bengaluru,254,158,12,160.76
N Pooran,Sunrisers Hyderabad,353,179,10,197.21
N Rana,Chennai Super Kings,380,276,13,137.68
N Rana,Delhi Capitals,350,240,11,145.83
N Rana,Delhi Daredevils,75,51,3,147.06
N Rana,Gujarat Lions,138,87,3,158.62
N Rana,Gujarat Titans,61,50,6,122.0
N Rana,Kings XI Punjab,178,121,8,147.11
N Rana,Kolkata Knight Riders,66,48,3,137.5
N Rana,Lucknow Super Giants,75,67,5,111.94
N Rana,Mumbai Indians,267,212,13,125.94
N Rana,Punjab Kings,209,127,7,164.57
N Rana,Rajasthan Royals,257,205,12,125.37
N Rana,Rising Pune Supergiants,37,37,2,100.0
N Rana,Royal Challengers Bengaluru,360,272,17,132.35
N Rana,Sunrisers Hyderabad,610,436,18,139.91
N Saini,Chennai Super Kings,7,8,2,87.5
N Saini,Deccan Chargers,5,14,2,35.71
N Saini,Delhi Daredevils,15,15,1,100.0
N Saini,Mumbai Indians,47,46,2,102.17
N Saini,Rajasthan Royals,2,9,1,22.22
N Saini,Royal Challengers Bengaluru,64,48,2,133.33
N Sindhu,Kolkata Knight Riders,1,4,1,25.0
N Sindhu,Punjab Kings,15,11,1,136.36
N Sindhu,Royal Challengers Bengaluru,25,21,2,119.05
N Sindhu,Sunrisers Hyderabad,22,14,1,157.14
N Wadhera,Chennai Super Kings,87,69,4,126.09
N Wadhera,Delhi Capitals,45,33,3,136.36
N Wadhera,Gujarat Titans,62,43,5,144.19
N Wadhera,Kolkata Knight Riders,25,27,4,92.59
N Wadhera,Lucknow Super Giants,158,117,7,135.04
N Wadhera,Mumbai Indians,50,31,2,161.29
N Wadhera,Punjab Kings,0,1,1,0.0
N Wadhera,Rajasthan Royals,181,102,3,177.45
N Wadhera,Royal Challengers Bengaluru,134,99,6,135.35
N Wadhera,Sunrisers Hyderabad,41,36,2,113.89
ND Doshi,Kochi Tuskers Kerala,0,13,1,0.0
NJ Maddinson,Chennai Super Kings,4,7,1,57.14
NJ Maddinson,Delhi Daredevils,4,6,1,66.67
NJ Maddinson,Mumbai Indians,12,8,1,150.0
NJ Rimmington,Pune Warriors,1,1,1,100.0
NK Patel,Chennai Super Kings,2,11,1,18.18
NK Patel,Delhi Daredevils,4,2,1,200.0
NK Patel,Kings XI Punjab,57,39,1,146.15
NK Patel,Kolkata Knight Riders,14,22,1,63.64
NK Patel,Mumbai Indians,40,29,1,137.93
NK Patel,Royal Challengers Bengaluru,4,16,1,25.0
NL McCullum,Chennai Super Kings,15,16,1,93.75
NL McCullum,Rajasthan Royals,11,6,1,183.33
NLTC Perera,Chennai Super Kings,23,13,1,176.92
NLTC Perera,Deccan Chargers,22,23,1,95.65
NLTC Perera,Delhi Daredevils,18,14,3,128.57
NLTC Perera,Gujarat Lions,3,2,1,150.0
NLTC Perera,Kings XI Punjab,90,58,5,155.17
NLTC Perera,Kolkata Knight Riders,74,63,5,117.46
NLTC Perera,Mumbai Indians,14,14,2,100.0
NLTC Perera,Pune Warriors,32,26,3,123.08
NLTC Perera,Rajasthan Royals,33,27,4,122.22
NLTC Perera,Royal Challengers Bengaluru,95,53,4,179.25
NLTC Perera,Sunrisers Hyderabad,17,13,1,130.77
NM Coulter-Nile,Chennai Super Kings,5,4,1,125.0
NM Coulter-Nile,Delhi Capitals,1,2,1,50.0
