Batter,season,Phase,runs,balls_faced,fours,sixes,strike_rate,boundary_pct
GH Vihari,2013,Powerplay,50,82,3,0,60.98,3.66
GH Vihari,2015,Death,14,10,2,0,140.0,20.0
GH Vihari,2015,Middle,15,16,2,0,93.75,12.5
GH Vihari,2015,Powerplay,9,8,2,0,112.5,25.0
GH Vihari,2019,Death,4,8,0,0,50.0,0.0
GHS Garton,2021,Death,2,4,0,0,50.0,0.0
GJ Bailey,2009,Middle,9,10,0,0,90.0,0.0
GJ Bailey,2009,Powerplay,36,29,7,0,124.14,24.14
GJ Bailey,2010,Middle,11,13,1,0,84.62,7.69
GJ Bailey,2010,Powerplay,7,14,1,0,50.0,7.14
GJ Bailey,2014,Death,185,98,15,10,188.78,25.51
GJ Bailey,2014,Middle,68,88,4,0,77.27,4.55
GJ Bailey,2014,Powerplay,1,2,0,0,50.0,0.0
GJ Bailey,2015,Death,99,53,6,6,186.79,22.64
GJ Bailey,2015,Middle,104,98,6,1,106.12,7.14
GJ Bailey,2015,Powerplay,56,39,10,0,143.59,25.64
GJ Bailey,2016,Death,0,2,0,0,0.0,0.0
GJ Bailey,2016,Middle,53,52,3,2,101.92,9.62
GJ Bailey,2016,Powerplay,31,43,6,0,72.09,13.95
GJ Maxwell,2012,Middle,6,11,0,0,54.55,0.0
GJ Maxwell,2013,Death,13,7,1,1,185.71,28.57
GJ Maxwell,2013,Powerplay,23,20,0,3,115.0,15.0
GJ Maxwell,2014,Death,26,16,2,2,162.5,25.0
GJ Maxwell,2014,Middle,457,234,35,32,195.3,28.63
GJ Maxwell,2014,Powerplay,69,41,11,2,168.29,31.71
GJ Maxwell,2015,Death,1,2,0,0,50.0,0.0
GJ Maxwell,2015,Middle,97,70,7,7,138.57,20.0
GJ Maxwell,2015,Powerplay,48,41,6,1,117.07,17.07
GJ Maxwell,2016,Death,48,23,3,3,208.7,26.09
GJ Maxwell,2016,Middle,113,86,8,5,131.4,15.12
GJ Maxwell,2016,Powerplay,18,15,3,0,120.0,20.0
GJ Maxwell,2017,Death,22,17,0,2,129.41,11.76
GJ Maxwell,2017,Middle,273,143,17,24,190.91,28.67
GJ Maxwell,2017,Powerplay,11,18,2,0,61.11,11.11
GJ Maxwell,2018,Death,35,21,2,2,166.67,19.05
GJ Maxwell,2018,Middle,72,50,3,5,144.0,16.0
GJ Maxwell,2018,Powerplay,62,49,9,2,126.53,22.45
GJ Maxwell,2020,Death,36,26,5,0,138.46,19.23
GJ Maxwell,2020,Middle,66,77,3,0,85.71,3.9
GJ Maxwell,2020,Powerplay,2,2,0,0,100.0,0.0
GJ Maxwell,2021,Death,121,67,15,4,180.6,28.36
GJ Maxwell,2021,Middle,353,259,27,16,136.29,16.6
GJ Maxwell,2021,Powerplay,39,28,6,1,139.29,25.0
GJ Maxwell,2022,Death,65,29,9,2,224.14,37.93
GJ Maxwell,2022,Middle,158,102,12,10,154.9,21.57
GJ Maxwell,2022,Powerplay,78,46,10,3,169.57,28.26
GJ Maxwell,2023,Death,54,24,4,5,225.0,37.5
GJ Maxwell,2023,Middle,263,148,13,22,177.7,23.65
GJ Maxwell,2023,Powerplay,83,46,12,4,180.43,34.78
GJ Maxwell,2024,Death,16,5,2,1,320.0,60.0
GJ Maxwell,2024,Middle,36,35,4,1,102.86,14.29
GJ Maxwell,2024,Powerplay,0,3,0,0,0.0,0.0
GJ Maxwell,2025,Death,5,4,1,0,125.0,25.0
GJ Maxwell,2025,Middle,43,45,4,1,95.56,11.11
GR Napier,2009,Middle,15,16,1,0,93.75,6.25
Gulbadin Naib,2024,Death,8,8,1,0,100.0,12.5
Gulbadin Naib,2024,Middle,11,7,0,1,157.14,14.29
Gurkeerat Singh,2012,Death,51,21,9,1,242.86,47.62
Gurkeerat Singh,2012,Middle,35,31,3,1,112.9,12.9
Gurkeerat Singh,2013,Death,29,19,2,2,152.63,21.05
Gurkeerat Singh,2013,Middle,63,56,5,1,112.5,10.71
Gurkeerat Singh,2013,Powerplay,16,20,3,0,80.0,15.0
Gurkeerat Singh,2015,Death,12,11,0,1,109.09,9.09
Gurkeerat Singh,2015,Middle,18,24,2,0,75.0,8.33
Gurkeerat Singh,2015,Powerplay,5,4,1,0,125.0,25.0
Gurkeerat Singh,2016,Death,44,22,4,3,200.0,31.82
Gurkeerat Singh,2016,Middle,68,61,7,0,111.48,11.48
Gurkeerat Singh,2016,Powerplay,1,3,0,0,33.33,0.0
Gurkeerat Singh,2019,Death,26,16,2,2,162.5,25.0
Gurkeerat Singh,2019,Middle,59,44,7,0,134.09,15.91
Gurkeerat Singh,2019,Powerplay,13,10,2,0,130.0,20.0
Gurkeerat Singh,2020,Death,39,36,4,0,108.33,11.11
Gurkeerat Singh,2020,Middle,32,44,4,0,72.73,9.09
H Das,2008,Death,2,5,0,0,40.0,0.0
H Klaasen,2018,Death,28,22,1,1,127.27,9.09
H Klaasen,2018,Middle,22,18,3,0,122.22,16.67
H Klaasen,2018,Powerplay,7,7,1,0,100.0,14.29
H Klaasen,2019,Middle,3,3,0,0,100.0,0.0
H Klaasen,2019,Powerplay,6,6,0,0,100.0,0.0
H Klaasen,2023,Death,108,61,8,6,177.05,22.95
H Klaasen,2023,Middle,301,172,19,18,175.0,21.51
H Klaasen,2023,Powerplay,36,18,5,1,200.0,33.33
H Klaasen,2024,Death,169,71,9,15,238.03,33.8
H Klaasen,2024,Middle,295,199,9,22,148.24,15.58
H Klaasen,2024,Powerplay,12,7,1,1,171.43,28.57
H Klaasen,2025,Death,127,53,13,8,239.62,39.62
H Klaasen,2025,Middle,331,204,27,15,162.25,20.59
H Klaasen,2025,Powerplay,26,22,2,2,118.18,18.18
H Klaasen,2026,Death,137,73,10,8,187.67,24.66
H Klaasen,2026,Middle,466,296,35,23,157.43,19.59
H Klaasen,2026,Powerplay,21,21,3,0,100.0,14.29
HC Brook,2023,Death,29,20,3,0,145.0,15.0
HC Brook,2023,Middle,61,49,5,2,124.49,14.29
HC Brook,2023,Powerplay,96,84,14,2,114.29,19.05
HE van der Dussen,2022,Death,12,10,1,0,120.0,10.0
HE van der Dussen,2022,Middle,10,14,1,0,71.43,7.14
HF Gurney,2019,Death,1,5,0,0,20.0,0.0
HH Gibbs,2008,Middle,69,55,5,5,125.45,18.18
HH Gibbs,2008,Powerplay,98,98,12,3,100.0,15.31
HH Gibbs,2009,Death,38,20,2,2,190.0,20.0
HH Gibbs,2009,Middle,161,156,9,4,103.21,8.33
HH Gibbs,2009,Powerplay,172,154,21,6,111.69,17.53
HH Gibbs,2010,Death,6,4,1,0,150.0,25.0
HH Gibbs,2010,Middle,123,117,10,2,105.13,10.26
HH Gibbs,2010,Powerplay,138,113,15,7,122.12,19.47
HH Gibbs,2012,Death,17,11,1,1,154.55,18.18
HH Gibbs,2012,Middle,25,26,1,1,96.15,7.69
HH Gibbs,2012,Powerplay,39,51,6,0,76.47,11.76
HH Pandya,2015,Death,83,35,7,7,237.14,40.0
HH Pandya,2015,Middle,22,17,1,1,129.41,11.76
HH Pandya,2015,Powerplay,5,8,1,0,62.5,12.5
HH Pandya,2016,Death,16,19,2,0,84.21,10.53
HH Pandya,2016,Middle,15,19,0,0,78.95,0.0
HH Pandya,2016,Powerplay,13,25,2,0,52.0,8.0
HH Pandya,2017,Death,160,90,8,13,177.78,23.33
HH Pandya,2017,Middle,90,69,3,7,130.43,14.49
HH Pandya,2018,Death,114,81,7,7,140.74,17.28
HH Pandya,2018,Middle,146,114,13,4,128.07,14.91
HH Pandya,2019,Death,263,117,19,21,224.79,34.19
HH Pandya,2019,Middle,137,92,9,8,148.91,18.48
HH Pandya,2019,Powerplay,7,2,0,1,350.0,50.0
HH Pandya,2020,Death,196,89,11,18,220.22,32.58
HH Pandya,2020,Middle,83,67,3,7,123.88,14.93
HH Pandya,2020,Powerplay,2,3,0,0,66.67,0.0
HH Pandya,2021,Death,69,42,7,4,164.29,26.19
HH Pandya,2021,Middle,56,66,4,1,84.85,7.58
HH Pandya,2021,Powerplay,1,3,0,0,33.33,0.0
HH Pandya,2022,Death,89,58,10,2,153.45,20.69
HH Pandya,2022,Middle,332,248,29,10,133.87,15.73
HH Pandya,2022,Powerplay,65,64,10,0,101.56,15.62
HH Pandya,2023,Death,84,45,2,7,186.67,20.0
HH Pandya,2023,Middle,198,149,14,8,132.89,14.77
HH Pandya,2023,Powerplay,59,57,9,0,103.51,15.79
HH Pandya,2024,Death,40,28,2,3,142.86,17.86
HH Pandya,2024,Middle,160,113,12,8,141.59,17.7
HH Pandya,2024,Powerplay,16,10,3,0,160.0,30.0
HH Pandya,2025,Death,115,58,9,7,198.28,27.59
HH Pandya,2025,Middle,109,79,9,6,137.97,18.99
HH Pandya,2026,Death,49,37,3,2,132.43,13.51
HH Pandya,2026,Middle,143,103,15,5,138.83,19.42
HH Pandya,2026,Powerplay,14,9,3,0,155.56,33.33
HM Amla,2016,Death,20,12,4,0,166.67,33.33
HM Amla,2016,Middle,51,34,6,1,150.0,20.59
HM Amla,2016,Powerplay,86,73,10,3,117.81,17.81
HM Amla,2017,Death,59,26,6,4,226.92,38.46
HM Amla,2017,Middle,184,135,11,8,136.3,14.07
HM Amla,2017,Powerplay,175,126,23,5,138.89,22.22
HR Shokeen,2022,Middle,42,43,5,0,97.67,11.63
HR Shokeen,2022,Powerplay,1,5,0,0,20.0,0.0
HR Shokeen,2023,Death,18,15,3,0,120.0,20.0
HR Shokeen,2023,Middle,5,2,1,0,250.0,50.0
HV Patel,2012,Death,7,9,0,0,77.78,0.0
HV Patel,2012,Middle,8,6,1,0,133.33,16.67
HV Patel,2014,Death,11,6,1,1,183.33,33.33
HV Patel,2014,Middle,2,1,0,0,200.0,0.0
HV Patel,2015,Death,19,12,0,2,158.33,16.67
HV Patel,2018,Death,30,11,0,4,272.73,36.36
HV Patel,2018,Middle,30,22,1,2,136.36,13.64
HV Patel,2019,Death,0,2,0,0,0.0,0.0
HV Patel,2020,Death,10,9,1,0,111.11,11.11
HV Patel,2020,Middle,11,15,1,0,73.33,6.67
HV Patel,2021,Death,51,30,5,2,170.0,23.33
HV Patel,2021,Middle,8,16,1,0,50.0,6.25
HV Patel,2022,Death,34,28,3,2,121.43,17.86
HV Patel,2022,Middle,9,11,1,0,81.82,9.09
HV Patel,2023,Middle,6,6,0,1,100.0,16.67
HV Patel,2024,Death,1,6,0,0,16.67,0.0
HV Patel,2024,Middle,12,13,1,1,92.31,15.38
HV Patel,2025,Death,18,23,0,0,78.26,0.0
HV Patel,2025,Middle,3,3,0,0,100.0,0.0
HV Patel,2026,Death,10,9,2,0,111.11,22.22
Harbhajan Singh,2008,Death,29,15,1,3,193.33,26.67
Harbhajan Singh,2008,Middle,1,2,0,0,50.0,0.0
Harbhajan Singh,2009,Death,57,34,5,3,167.65,23.53
Harbhajan Singh,2009,Middle,21,12,1,2,175.0,25.0
Harbhajan Singh,2009,Powerplay,6,7,0,0,85.71,0.0
Harbhajan Singh,2010,Death,92,51,9,5,180.39,27.45
Harbhajan Singh,2010,Middle,5,9,1,0,55.56,11.11
Harbhajan Singh,2011,Death,48,28,2,4,171.43,21.43
Harbhajan Singh,2011,Middle,15,14,1,1,107.14,14.29
Harbhajan Singh,2011,Powerplay,40,29,6,1,137.93,24.14
Harbhajan Singh,2012,Death,77,56,10,2,137.5,21.43
Harbhajan Singh,2012,Middle,31,24,4,1,129.17,20.83
Harbhajan Singh,2013,Death,102,58,12,4,175.86,27.59
Harbhajan Singh,2013,Middle,14,21,0,1,66.67,4.76
Harbhajan Singh,2014,Death,27,24,2,2,112.5,16.67
Harbhajan Singh,2014,Middle,1,1,0,0,100.0,0.0
Harbhajan Singh,2015,Death,67,40,3,7,167.5,25.0
Harbhajan Singh,2015,Middle,38,22,5,2,172.73,31.82
Harbhajan Singh,2015,Powerplay,11,10,1,0,110.0,10.0
Harbhajan Singh,2016,Death,51,33,7,2,154.55,27.27
Harbhajan Singh,2016,Middle,41,51,4,0,80.39,7.84
Harbhajan Singh,2017,Death,16,16,0,1,100.0,6.25
Harbhajan Singh,2018,Death,2,5,0,0,40.0,0.0
Harbhajan Singh,2018,Middle,22,25,2,1,88.0,12.0
Harbhajan Singh,2018,Powerplay,5,5,1,0,100.0,20.0
Harbhajan Singh,2019,Death,1,3,0,0,33.33,0.0
Harbhajan Singh,2021,Death,4,4,0,0,100.0,0.0
Harmeet Singh,2010,Death,0,1,0,0,0.0,0.0
Harmeet Singh,2012,Death,15,7,3,0,214.29,42.86
Harmeet Singh,2013,Death,3,4,0,0,75.0,0.0
Harpreet Brar,2019,Death,20,12,2,1,166.67,25.0
Harpreet Brar,2021,Death,54,46,3,2,117.39,10.87
Harpreet Brar,2021,Middle,10,12,0,0,83.33,0.0
Harpreet Brar,2022,Death,7,5,0,1,140.0,20.0
Harpreet Brar,2022,Middle,15,20,1,1,75.0,10.0
Harpreet Brar,2023,Death,40,27,4,2,148.15,22.22
Harpreet Brar,2023,Middle,12,14,1,0,85.71,7.14
Harpreet Brar,2024,Death,53,39,5,1,135.9,15.38
Harpreet Brar,2024,Middle,22,15,3,1,146.67,26.67
Harpreet Brar,2025,Death,7,2,0,1,350.0,50.0
Harpreet Brar,2025,Middle,4,11,0,0,36.36,0.0
Harpreet Brar,2026,Death,5,3,1,0,166.67,33.33
Harpreet Singh,2011,Death,4,6,0,0,66.67,0.0
Harpreet Singh,2011,Middle,10,14,0,0,71.43,0.0
Harpreet Singh,2012,Death,5,5,0,0,100.0,0.0
Harpreet Singh,2012,Middle,1,1,0,0,100.0,0.0
Harpreet Singh,2023,Death,7,4,0,1,175.0,25.0
Harpreet Singh,2023,Middle,47,38,5,1,123.68,15.79
Harpreet Singh,2023,Powerplay,18,16,2,1,112.5,18.75
Harpreet Singh,2024,Death,8,12,0,0,66.67,0.0
Harpreet Singh,2024,Middle,7,9,0,0,77.78,0.0
Harpreet Singh,2024,Powerplay,12,13,2,0,92.31,15.38
Harsh Dubey,2026,Death,13,9,2,0,144.44,22.22
Harshit Rana,2022,Death,0,1,0,0,0.0,0.0
Harshit Rana,2022,Middle,2,1,0,0,200.0,0.0
Harshit Rana,2023,Death,0,1,0,0,0.0,0.0
Harshit Rana,2025,Death,28,30,4,1,93.33,16.67
Harshit Rana,2025,Middle,29,22,1,2,131.82,13.64
Himmat Singh,2026,Death,48,29,4,2,165.52,20.69
Himmat Singh,2026,Middle,41,36,1,3,113.89,11.11
I Malhotra,2011,Death,7,4,1,0,175.0,25.0
I Sharma,2008,Death,7,6,0,0,116.67,0.0
I Sharma,2008,Middle,4,5,1,0,80.0,20.0
I Sharma,2009,Death,10,10,0,1,100.0,10.0
I Sharma,2009,Middle,6,3,1,0,200.0,33.33
I Sharma,2010,Death,4,14,0,0,28.57,0.0
I Sharma,2010,Middle,2,3,0,0,66.67,0.0
I Sharma,2011,Death,4,5,0,0,80.0,0.0
I Sharma,2017,Death,7,7,1,0,100.0,14.29
I Sharma,2017,Middle,1,5,0,0,20.0,0.0
I Sharma,2019,Death,10,3,1,1,333.33,66.67
I Sharma,2023,Death,1,1,0,0,100.0,0.0
I Sharma,2024,Death,1,7,0,0,14.29,0.0
I Udana,2020,Death,15,11,1,1,136.36,18.18
IC Pandey,2013,Death,0,2,0,0,0.0,0.0
IK Pathan,2008,Death,88,57,6,6,154.39,21.05
IK Pathan,2008,Middle,35,54,3,0,64.81,5.56
IK Pathan,2008,Powerplay,7,4,0,0,175.0,0.0
IK Pathan,2009,Death,84,61,8,3,137.7,18.03
IK Pathan,2009,Middle,80,78,4,2,102.56,7.69
IK Pathan,2009,Powerplay,32,19,5,1,168.42,31.58
IK Pathan,2010,Death,125,60,10,6,208.33,26.67
IK Pathan,2010,Middle,110,91,5,4,120.88,9.89
IK Pathan,2010,Powerplay,41,35,6,0,117.14,17.14
IK Pathan,2011,Death,79,48,8,4,164.58,25.0
IK Pathan,2011,Middle,71,89,4,2,79.78,6.74
IK Pathan,2012,Death,76,50,9,1,152.0,20.0
IK Pathan,2012,Middle,100,76,5,5,131.58,13.16
IK Pathan,2013,Death,73,52,6,3,140.38,17.31
IK Pathan,2013,Middle,68,92,3,0,73.91,3.26
IK Pathan,2013,Powerplay,12,11,1,1,109.09,18.18
IK Pathan,2014,Death,35,26,5,0,134.62,19.23
IK Pathan,2014,Middle,20,28,0,0,71.43,0.0
IK Pathan,2016,Death,2,2,0,0,100.0,0.0
IK Pathan,2016,Middle,9,11,0,0,81.82,0.0
IK Pathan,2017,Middle,2,3,0,0,66.67,0.0
IR Jaggi,2011,Middle,9,13,0,0,69.23,0.0
IR Jaggi,2011,Powerplay,19,24,3,0,79.17,12.5
IR Jaggi,2012,Death,12,13,0,0,92.31,0.0
IR Jaggi,2012,Middle,2,7,0,0,28.57,0.0
IR Jaggi,2012,Powerplay,1,1,0,0,100.0,0.0
IR Jaggi,2017,Middle,28,27,3,0,103.7,11.11
IR Jaggi,2017,Powerplay,5,12,0,0,41.67,0.0
IS Sodhi,2018,Death,0,3,0,0,0.0,0.0
IS Sodhi,2018,Middle,1,3,0,0,33.33,0.0
IS Sodhi,2019,Death,2,3,0,0,66.67,0.0
IS Sodhi,2019,Middle,4,8,0,0,50.0,0.0
Imran Tahir,2014,Death,4,4,1,0,100.0,25.0
Imran Tahir,2014,Middle,4,6,1,0,66.67,16.67
Imran Tahir,2015,Death,5,6,0,0,83.33,0.0
Imran Tahir,2016,Death,5,7,1,0,71.43,14.29
Imran Tahir,2017,Middle,0,2,0,0,0.0,0.0
Imran Tahir,2018,Death,2,2,0,0,100.0,0.0
Imran Tahir,2020,Death,13,8,2,0,162.5,25.0
Imran Tahir,2020,Middle,0,2,0,0,0.0,0.0
Iqbal Abdulla,2008,Death,1,2,0,0,50.0,0.0
Iqbal Abdulla,2010,Death,0,1,0,0,0.0,0.0
Iqbal Abdulla,2011,Death,15,12,1,0,125.0,8.33
Iqbal Abdulla,2012,Death,1,2,0,0,50.0,0.0
Iqbal Abdulla,2012,Middle,1,1,0,0,100.0,0.0
Iqbal Abdulla,2013,Death,4,8,0,0,50.0,0.0
Iqbal Abdulla,2013,Middle,4,6,0,0,66.67,0.0
Iqbal Abdulla,2015,Death,15,11,3,0,136.36,27.27
Iqbal Abdulla,2015,Middle,5,6,1,0,83.33,16.67
Iqbal Abdulla,2016,Death,18,7,4,0,257.14,57.14
Iqbal Abdulla,2016,Middle,18,19,0,1,94.74,5.26
Iqbal Abdulla,2017,Death,5,7,0,0,71.43,0.0
Ishan Kishan,2016,Death,6,8,1,0,75.0,12.5
Ishan Kishan,2016,Middle,36,33,4,0,109.09,12.12
Ishan Kishan,2017,Death,43,20,3,4,215.0,35.0
Ishan Kishan,2017,Middle,74,76,5,2,97.37,9.21
Ishan Kishan,2017,Powerplay,160,109,21,7,146.79,25.69
Ishan Kishan,2018,Middle,219,123,18,14,178.05,26.02
Ishan Kishan,2018,Powerplay,56,61,4,3,91.8,11.48
Ishan Kishan,2019,Death,5,3,1,0,166.67,33.33
Ishan Kishan,2019,Middle,83,82,6,3,101.22,10.98
Ishan Kishan,2019,Powerplay,13,15,1,1,86.67,13.33
Ishan Kishan,2020,Death,71,29,2,8,244.83,34.48
Ishan Kishan,2020,Middle,308,210,15,18,146.67,15.71
Ishan Kishan,2020,Powerplay,136,114,19,4,119.3,20.18
Ishan Kishan,2021,Death,12,13,2,0,92.31,15.38
Ishan Kishan,2021,Middle,137,113,6,8,121.24,12.39
Ishan Kishan,2021,Powerplay,89,51,13,2,174.51,29.41
Ishan Kishan,2022,Death,34,15,5,1,226.67,40.0
Ishan Kishan,2022,Middle,159,133,10,5,119.55,11.28
Ishan Kishan,2022,Powerplay,221,199,29,5,111.06,17.09
Ishan Kishan,2023,Death,0,1,0,0,0.0,0.0
Ishan Kishan,2023,Middle,121,87,14,3,139.08,19.54
Ishan Kishan,2023,Powerplay,333,230,40,15,144.78,23.91
Ishan Kishan,2024,Death,6,5,1,0,120.0,20.0
Ishan Kishan,2024,Middle,74,61,5,3,121.31,13.11
Ishan Kishan,2024,Powerplay,239,148,29,13,161.49,28.38
Ishan Kishan,2025,Death,82,37,7,5,221.62,32.43
Ishan Kishan,2025,Middle,186,125,14,9,148.8,18.4
Ishan Kishan,2025,Powerplay,86,70,12,1,122.86,18.57
Ishan Kishan,2026,Death,31,19,4,1,163.16,26.32
Ishan Kishan,2026,Middle,384,207,35,19,185.51,26.09
Ishan Kishan,2026,Powerplay,187,104,21,12,179.81,31.73
J Arunkumar,2008,Powerplay,23,23,5,0,100.0,21.74
J Botha,2009,Death,2,3,0,0,66.67,0.0
J Botha,2009,Middle,33,23,3,0,143.48,13.04
J Botha,2009,Powerplay,11,13,2,0,84.62,15.38
J Botha,2011,Death,60,44,5,1,136.36,13.64
J Botha,2011,Middle,161,138,14,1,116.67,10.87
J Botha,2011,Powerplay,9,16,1,0,56.25,6.25
J Botha,2012,Death,44,34,4,1,129.41,14.71
J Botha,2012,Middle,14,20,0,0,70.0,0.0
J Botha,2013,Death,2,5,0,0,40.0,0.0
J Botha,2013,Middle,16,24,2,0,66.67,8.33
J Botha,2013,Powerplay,25,23,3,1,108.7,17.39
J Botha,2015,Death,27,12,4,1,225.0,41.67
J Botha,2015,Middle,4,3,1,0,133.33,33.33
J Fraser-McGurk,2024,Middle,64,35,1,7,182.86,22.86
J Fraser-McGurk,2024,Powerplay,260,104,31,20,250.0,49.04
J Fraser-McGurk,2025,Middle,23,14,3,1,164.29,28.57
J Fraser-McGurk,2025,Powerplay,32,38,4,1,84.21,13.16
J Overton,2025,Death,15,7,1,1,214.29,28.57
J Overton,2026,Death,77,50,9,3,154.0,24.0
J Overton,2026,Middle,55,35,3,3,157.14,17.14
J Suchith,2015,Death,32,19,2,1,168.42,15.79
J Suchith,2015,Middle,16,13,2,1,123.08,23.08
J Suchith,2019,Middle,6,15,0,0,40.0,0.0
J Suchith,2021,Death,14,6,2,1,233.33,50.0
J Suchith,2022,Death,0,1,0,0,0.0,0.0
J Suchith,2022,Middle,2,7,0,0,28.57,0.0
J Syed Mohammad,2011,Death,15,12,2,0,125.0,16.67
J Syed Mohammad,2012,Death,4,1,1,0,400.0,100.0
J Syed Mohammad,2013,Death,1,2,0,0,50.0,0.0
J Syed Mohammad,2013,Middle,9,11,1,0,81.82,9.09
J Theron,2010,Death,2,5,0,0,40.0,0.0
J Theron,2012,Death,7,6,1,0,116.67,16.67
J Theron,2015,Death,1,1,0,0,100.0,0.0
J Yadav,2016,Death,6,10,0,0,60.0,0.0
J Yadav,2021,Death,19,14,1,1,135.71,14.29
J Yadav,2021,Middle,15,12,1,0,125.0,8.33
JA Morkel,2008,Death,86,56,6,4,153.57,17.86
JA Morkel,2008,Middle,149,106,12,9,140.57,19.81
JA Morkel,2009,Death,75,54,5,4,138.89,16.67
JA Morkel,2009,Middle,22,16,3,0,137.5,18.75
JA Morkel,2010,Death,115,66,8,8,174.24,24.24
JA Morkel,2010,Middle,82,64,2,5,128.12,10.94
JA Morkel,2010,Powerplay,1,1,0,0,100.0,0.0
JA Morkel,2011,Death,117,77,6,8,151.95,18.18
JA Morkel,2011,Middle,20,23,2,0,86.96,8.7
JA Morkel,2012,Death,89,49,4,6,181.63,20.41
JA Morkel,2012,Middle,18,19,1,0,94.74,5.26
JA Morkel,2013,Death,25,15,1,2,166.67,20.0
JA Morkel,2013,Middle,21,22,1,1,95.45,9.09
JA Morkel,2014,Death,7,6,0,0,116.67,0.0
JA Morkel,2014,Middle,34,32,0,3,106.25,9.38
JA Morkel,2014,Powerplay,4,3,1,0,133.33,33.33
JA Morkel,2015,Death,35,18,4,1,194.44,27.78
JA Morkel,2015,Middle,38,38,3,1,100.0,10.53
JA Morkel,2015,Powerplay,13,9,2,0,144.44,22.22
JA Morkel,2016,Death,14,6,0,2,233.33,33.33
JA Morkel,2016,Middle,2,3,0,0,66.67,0.0
JA Richardson,2021,Death,0,2,0,0,0.0,0.0
JA Richardson,2021,Middle,15,22,2,0,68.18,9.09
JA Richardson,2024,Death,2,2,0,0,100.0,0.0
JC Archer,2018,Death,14,14,2,0,100.0,14.29
JC Archer,2018,Middle,0,1,0,0,0.0,0.0
JC Archer,2018,Powerplay,0,4,0,0,0.0,0.0
JC Archer,2019,Death,60,35,3,4,171.43,20.0
JC Archer,2019,Middle,7,5,1,0,140.0,20.0
JC Archer,2020,Death,84,47,4,7,178.72,23.4
JC Archer,2020,Middle,17,14,1,1,121.43,14.29
JC Archer,2023,Death,4,4,0,0,100.0,0.0
JC Archer,2025,Death,29,20,1,2,145.0,15.0
JC Archer,2025,Middle,34,30,2,2,113.33,13.33
JC Archer,2026,Death,37,28,2,2,132.14,14.29
JC Archer,2026,Middle,23,18,1,2,127.78,16.67
JC Buttler,2016,Death,68,39,6,4,174.36,25.64
JC Buttler,2016,Middle,170,121,14,7,140.5,17.36
JC Buttler,2016,Powerplay,16,23,3,0,69.57,13.04
JC Buttler,2017,Middle,63,48,1,5,131.25,12.5
JC Buttler,2017,Powerplay,210,131,26,10,160.31,27.48
JC Buttler,2018,Death,82,52,5,5,157.69,19.23
JC Buttler,2018,Middle,230,179,17,4,128.49,11.73
JC Buttler,2018,Powerplay,235,121,30,12,194.21,34.71
JC Buttler,2019,Middle,144,85,13,8,169.41,24.71
JC Buttler,2019,Powerplay,167,120,25,6,139.17,25.83
JC Buttler,2020,Death,20,7,1,2,285.71,42.86
JC Buttler,2020,Middle,185,130,12,9,142.31,16.15
JC Buttler,2020,Powerplay,123,90,14,5,136.67,21.11
JC Buttler,2021,Death,27,10,3,2,270.0,50.0
JC Buttler,2021,Middle,110,63,8,7,174.6,23.81
JC Buttler,2021,Powerplay,105,91,16,2,115.38,19.78
JC Buttler,2022,Death,122,50,10,9,244.0,38.0
JC Buttler,2022,Middle,366,247,31,16,148.18,19.03
JC Buttler,2022,Powerplay,369,277,42,20,133.21,22.38
JC Buttler,2023,Death,28,17,5,0,164.71,29.41
JC Buttler,2023,Middle,175,123,11,8,142.28,15.45
JC Buttler,2023,Powerplay,185,141,25,6,131.21,21.99
JC Buttler,2024,Death,56,29,2,5,193.1,24.14
JC Buttler,2024,Middle,105,77,9,3,136.36,15.58
JC Buttler,2024,Powerplay,198,148,25,4,133.78,19.59
JC Buttler,2025,Death,97,46,9,6,210.87,32.61
JC Buttler,2025,Middle,366,225,38,13,162.67,22.67
JC Buttler,2025,Powerplay,75,59,5,5,127.12,16.95
JC Buttler,2026,Death,47,26,4,3,180.77,26.92
JC Buttler,2026,Middle,312,216,30,11,144.44,18.98
JC Buttler,2026,Powerplay,167,103,17,12,162.14,28.16
JD Ryder,2009,Middle,3,7,0,0,42.86,0.0
JD Ryder,2009,Powerplay,53,41,9,0,129.27,21.95
JD Ryder,2011,Middle,59,34,5,3,173.53,23.53
JD Ryder,2011,Powerplay,229,162,31,8,141.36,24.07
JD Ryder,2012,Death,28,19,1,2,147.37,15.79
JD Ryder,2012,Middle,74,72,5,1,102.78,8.33
JD Ryder,2012,Powerplay,150,120,16,5,125.0,17.5
JD Unadkat,2013,Death,2,2,0,0,100.0,0.0
JD Unadkat,2014,Death,0,1,0,0,0.0,0.0
JD Unadkat,2014,Middle,1,5,0,0,20.0,0.0
JD Unadkat,2017,Death,2,5,0,0,40.0,0.0
JD Unadkat,2018,Death,23,23,2,0,100.0,8.7
JD Unadkat,2018,Middle,26,15,4,1,173.33,33.33
JD Unadkat,2019,Death,1,3,0,0,33.33,0.0
JD Unadkat,2020,Death,5,8,0,0,62.5,0.0
JD Unadkat,2020,Middle,4,5,0,0,80.0,0.0
JD Unadkat,2021,Death,29,18,2,2,161.11,22.22
JD Unadkat,2021,Middle,12,11,1,0,109.09,9.09
JD Unadkat,2022,Death,55,31,4,3,177.42,22.58
JD Unadkat,2022,Middle,4,6,0,0,66.67,0.0
