Batter,season,Phase,runs,balls_faced,fours,sixes,strike_rate,boundary_pct
JD Unadkat,2023,Death,9,7,1,0,128.57,14.29
JD Unadkat,2024,Death,22,17,2,1,129.41,17.65
JD Unadkat,2024,Middle,2,9,0,0,22.22,0.0
JD Unadkat,2026,Death,4,3,0,0,133.33,0.0
JDP Oram,2008,Death,5,2,1,0,250.0,50.0
JDP Oram,2008,Middle,13,10,0,1,130.0,10.0
JDP Oram,2009,Death,45,33,3,3,136.36,18.18
JDP Oram,2009,Middle,43,59,2,1,72.88,5.08
JDP Oram,2011,Middle,0,3,0,0,0.0,0.0
JDS Neesham,2014,Death,10,16,0,1,62.5,6.25
JDS Neesham,2014,Middle,32,30,3,0,106.67,10.0
JDS Neesham,2020,Death,12,11,0,1,109.09,9.09
JDS Neesham,2020,Middle,7,7,0,0,100.0,0.0
JDS Neesham,2021,Death,0,1,0,0,0.0,0.0
JDS Neesham,2021,Middle,0,1,0,0,0.0,0.0
JDS Neesham,2022,Death,10,8,1,0,125.0,12.5
JDS Neesham,2022,Middle,21,19,2,0,110.53,10.53
JE Root,2023,Powerplay,10,15,1,0,66.67,6.67
JE Taylor,2011,Death,3,3,0,0,100.0,0.0
JEC Franklin,2011,Death,54,30,8,0,180.0,26.67
JEC Franklin,2011,Middle,47,40,1,2,117.5,7.5
JEC Franklin,2011,Powerplay,6,8,1,0,75.0,12.5
JEC Franklin,2012,Death,24,21,3,0,114.29,14.29
JEC Franklin,2012,Middle,123,117,3,6,105.13,7.69
JEC Franklin,2012,Powerplay,73,84,9,1,86.9,11.9
JG Bethell,2025,Middle,13,10,2,0,130.0,20.0
JG Bethell,2025,Powerplay,54,29,7,3,186.21,34.48
JG Bethell,2026,Middle,13,16,0,0,81.25,0.0
JG Bethell,2026,Powerplay,83,61,12,3,136.07,24.59
JH Kallis,2008,Death,23,15,2,1,153.33,20.0
JH Kallis,2008,Middle,81,83,6,1,97.59,8.43
JH Kallis,2008,Powerplay,95,85,15,2,111.76,20.0
JH Kallis,2009,Death,30,23,1,1,130.43,8.7
JH Kallis,2009,Middle,133,132,8,1,100.76,6.82
JH Kallis,2009,Powerplay,197,176,28,6,111.93,19.32
JH Kallis,2010,Death,78,32,9,4,243.75,40.62
JH Kallis,2010,Middle,219,215,16,2,101.86,8.37
JH Kallis,2010,Powerplay,269,242,41,3,111.16,18.18
JH Kallis,2011,Death,37,17,3,3,217.65,35.29
JH Kallis,2011,Middle,177,172,12,2,102.91,8.14
JH Kallis,2011,Powerplay,210,189,31,1,111.11,16.93
JH Kallis,2012,Death,82,39,5,6,210.26,28.21
JH Kallis,2012,Middle,230,239,18,2,96.23,8.37
JH Kallis,2012,Powerplay,96,104,11,2,92.31,12.5
JH Kallis,2013,Death,35,19,7,0,184.21,36.84
JH Kallis,2013,Middle,154,173,10,2,89.02,6.94
JH Kallis,2013,Powerplay,122,130,18,1,93.85,14.62
JH Kallis,2014,Death,18,11,2,1,163.64,27.27
JH Kallis,2014,Middle,92,68,6,3,135.29,13.24
JH Kallis,2014,Powerplay,41,49,5,0,83.67,10.2
JJ Bumrah,2014,Death,1,3,0,0,33.33,0.0
JJ Bumrah,2016,Death,2,5,0,0,40.0,0.0
JJ Bumrah,2016,Middle,6,6,1,0,100.0,16.67
JJ Bumrah,2017,Death,16,12,0,1,133.33,8.33
JJ Bumrah,2018,Death,10,10,1,0,100.0,10.0
JJ Bumrah,2019,Death,0,1,0,0,0.0,0.0
JJ Bumrah,2020,Death,5,3,0,0,166.67,0.0
JJ Bumrah,2021,Death,16,17,2,0,94.12,11.76
JJ Bumrah,2022,Death,0,8,0,0,0.0,0.0
JJ Bumrah,2024,Death,12,12,1,0,100.0,8.33
JJ Bumrah,2025,Death,0,1,0,0,0.0,0.0
JJ Bumrah,2026,Death,2,5,0,0,40.0,0.0
JJ Bumrah,2026,Middle,5,2,1,0,250.0,50.0
JJ Roy,2017,Death,14,7,1,1,200.0,28.57
JJ Roy,2017,Powerplay,45,33,8,0,136.36,24.24
JJ Roy,2018,Death,20,13,2,1,153.85,23.08
JJ Roy,2018,Middle,34,22,1,2,154.55,13.64
JJ Roy,2018,Powerplay,66,59,6,4,111.86,16.95
JJ Roy,2021,Middle,58,44,6,1,131.82,15.91
JJ Roy,2021,Powerplay,92,76,15,0,121.05,19.74
JJ Roy,2023,Middle,108,67,9,6,161.19,22.39
JJ Roy,2023,Powerplay,177,120,27,6,147.5,27.5
JJ van der Wath,2011,Death,14,11,1,1,127.27,18.18
JJ van der Wath,2011,Middle,4,5,0,0,80.0,0.0
JL Denly,2019,Powerplay,0,1,0,0,0.0,0.0
JL Pattinson,2020,Death,15,13,2,0,115.38,15.38
JM Bairstow,2019,Death,7,3,0,1,233.33,33.33
JM Bairstow,2019,Middle,243,149,18,13,163.09,20.81
JM Bairstow,2019,Powerplay,194,129,30,4,150.39,26.36
JM Bairstow,2020,Death,6,7,0,0,85.71,0.0
JM Bairstow,2020,Middle,168,120,10,8,140.0,15.0
JM Bairstow,2020,Powerplay,171,145,21,5,117.93,17.93
JM Bairstow,2021,Death,18,13,1,1,138.46,15.38
JM Bairstow,2021,Middle,81,73,7,2,110.96,12.33
JM Bairstow,2021,Powerplay,149,89,12,12,167.42,26.97
JM Bairstow,2022,Death,6,3,1,0,200.0,33.33
JM Bairstow,2022,Middle,65,65,8,0,100.0,12.31
JM Bairstow,2022,Powerplay,181,105,25,9,172.38,32.38
JM Bairstow,2024,Death,8,3,0,1,266.67,33.33
JM Bairstow,2024,Middle,121,75,8,9,161.33,22.67
JM Bairstow,2024,Powerplay,169,117,25,4,144.44,24.79
JM Bairstow,2025,Middle,5,8,0,0,62.5,0.0
JM Bairstow,2025,Powerplay,80,38,7,5,210.53,31.58
JM Kemp,2010,Death,3,6,0,0,50.0,0.0
JM Kemp,2010,Middle,21,15,1,1,140.0,13.33
JM Kemp,2010,Powerplay,2,3,0,0,66.67,0.0
JM Sharma,2022,Death,63,29,6,4,217.24,34.48
JM Sharma,2022,Middle,170,113,16,8,150.44,21.24
JM Sharma,2022,Powerplay,1,1,0,0,100.0,0.0
JM Sharma,2023,Death,89,43,4,8,206.98,27.91
JM Sharma,2023,Middle,203,138,16,12,147.1,20.29
JM Sharma,2023,Powerplay,10,15,2,0,66.67,13.33
JM Sharma,2024,Death,40,25,3,2,160.0,20.0
JM Sharma,2024,Middle,147,117,6,10,125.64,13.68
JM Sharma,2025,Death,115,60,8,10,191.67,30.0
JM Sharma,2025,Middle,144,80,16,7,180.0,28.75
JM Sharma,2025,Powerplay,2,7,0,0,28.57,0.0
JM Sharma,2026,Death,47,37,4,1,127.03,13.51
JM Sharma,2026,Middle,69,58,5,5,118.97,17.24
JO Holder,2014,Death,16,12,2,1,133.33,25.0
JO Holder,2016,Death,21,18,2,1,116.67,16.67
JO Holder,2016,Middle,1,1,0,0,100.0,0.0
JO Holder,2020,Death,22,18,3,0,122.22,16.67
JO Holder,2020,Middle,40,31,1,3,129.03,12.9
JO Holder,2020,Powerplay,4,4,1,0,100.0,25.0
JO Holder,2021,Death,43,37,2,2,116.22,10.81
JO Holder,2021,Middle,42,33,0,4,127.27,12.12
JO Holder,2022,Death,48,26,0,6,184.62,23.08
JO Holder,2022,Middle,2,4,0,0,50.0,0.0
JO Holder,2022,Powerplay,8,14,2,0,57.14,14.29
JO Holder,2023,Death,1,2,0,0,50.0,0.0
JO Holder,2023,Middle,11,9,0,1,122.22,11.11
JO Holder,2026,Death,53,39,3,2,135.9,12.82
JO Holder,2026,Middle,12,10,0,1,120.0,10.0
JO Holder,2026,Powerplay,0,3,0,0,0.0,0.0
JP Behrendorff,2023,Death,6,9,0,0,66.67,0.0
JP Duminy,2009,Death,117,66,6,6,177.27,18.18
JP Duminy,2009,Middle,187,190,9,4,98.42,6.84
JP Duminy,2009,Powerplay,68,69,11,1,98.55,17.39
JP Duminy,2010,Death,61,35,3,4,174.29,20.0
JP Duminy,2010,Middle,72,79,5,1,91.14,7.59
JP Duminy,2010,Powerplay,24,17,5,0,141.18,29.41
JP Duminy,2011,Death,72,45,5,4,160.0,20.0
JP Duminy,2011,Middle,132,128,4,4,103.12,6.25
JP Duminy,2012,Death,138,77,8,9,179.22,22.08
JP Duminy,2012,Middle,104,107,5,2,97.2,6.54
JP Duminy,2012,Powerplay,2,6,0,0,33.33,0.0
JP Duminy,2014,Death,188,84,16,13,223.81,34.52
JP Duminy,2014,Middle,210,200,5,7,105.0,6.0
JP Duminy,2014,Powerplay,10,18,1,0,55.56,5.56
JP Duminy,2015,Death,69,40,4,3,172.5,17.5
JP Duminy,2015,Middle,232,171,12,12,135.67,14.04
JP Duminy,2015,Powerplay,113,104,11,5,108.65,15.38
JP Duminy,2016,Death,52,33,5,1,157.58,18.18
JP Duminy,2016,Middle,134,113,8,2,118.58,8.85
JP Duminy,2016,Powerplay,5,9,0,0,55.56,0.0
JP Duminy,2018,Death,13,11,0,1,118.18,9.09
JP Duminy,2018,Middle,10,13,1,0,76.92,7.69
JP Duminy,2018,Powerplay,13,16,2,0,81.25,12.5
JP Faulkner,2012,Death,14,13,0,0,107.69,0.0
JP Faulkner,2013,Death,40,31,3,2,129.03,16.13
JP Faulkner,2013,Middle,3,7,0,0,42.86,0.0
JP Faulkner,2013,Powerplay,14,19,2,0,73.68,10.53
JP Faulkner,2014,Death,159,70,7,16,227.14,32.86
JP Faulkner,2014,Middle,21,23,1,0,91.3,4.35
JP Faulkner,2015,Death,76,51,6,3,149.02,17.65
JP Faulkner,2015,Middle,67,56,6,2,119.64,14.29
JP Faulkner,2015,Powerplay,0,1,0,0,0.0,0.0
JP Faulkner,2016,Death,56,39,6,0,143.59,15.38
JP Faulkner,2016,Middle,21,19,1,0,110.53,5.26
JP Faulkner,2017,Death,41,29,4,0,141.38,13.79
JP Faulkner,2017,Middle,12,27,0,0,44.44,0.0
JP Inglis,2025,Death,26,16,5,0,162.5,31.25
JP Inglis,2025,Middle,124,78,10,6,158.97,20.51
JP Inglis,2025,Powerplay,128,77,11,10,166.23,27.27
JP Inglis,2026,Death,1,2,0,0,50.0,0.0
JP Inglis,2026,Middle,86,63,9,2,136.51,17.46
JP Inglis,2026,Powerplay,175,77,22,10,227.27,41.56
JPR Scantlebury-Searles,2018,Death,8,6,0,1,133.33,16.67
JR Hazlewood,2022,Death,15,15,1,0,100.0,6.67
JR Hazlewood,2022,Middle,3,11,0,0,27.27,0.0
JR Hazlewood,2023,Death,1,2,0,0,50.0,0.0
JR Hazlewood,2025,Middle,0,1,0,0,0.0,0.0
JR Hazlewood,2026,Death,0,1,0,0,0.0,0.0
JR Hopes,2008,Middle,76,45,9,2,168.89,24.44
JR Hopes,2008,Powerplay,145,103,18,6,140.78,23.3
JR Hopes,2011,Death,53,37,4,1,143.24,13.51
JR Hopes,2011,Middle,121,90,15,2,134.44,18.89
JR Hopes,2011,Powerplay,22,30,3,0,73.33,10.0
JR Philippe,2020,Death,1,2,0,0,50.0,0.0
JR Philippe,2020,Middle,26,20,3,0,130.0,15.0
JR Philippe,2020,Powerplay,51,55,6,1,92.73,12.73
Jaskaran Singh,2010,Death,7,9,0,0,77.78,0.0
Jaskaran Singh,2010,Middle,1,2,0,0,50.0,0.0
Joginder Sharma,2008,Death,10,6,0,1,166.67,16.67
Joginder Sharma,2008,Middle,6,5,1,0,120.0,20.0
Joginder Sharma,2009,Death,19,16,0,1,118.75,6.25
Joginder Sharma,2009,Middle,1,2,0,0,50.0,0.0
Joginder Sharma,2011,Death,0,1,0,0,0.0,0.0
K Goel,2008,Middle,15,14,1,1,107.14,14.29
K Goel,2008,Powerplay,61,64,6,3,95.31,14.06
K Goel,2009,Death,9,7,1,0,128.57,14.29
K Goel,2009,Middle,16,29,1,0,55.17,3.45
K Goel,2009,Powerplay,99,97,7,4,102.06,11.34
K Goel,2010,Death,15,15,1,1,100.0,13.33
K Goel,2010,Middle,3,5,0,0,60.0,0.0
K Gowtham,2018,Death,91,40,6,7,227.5,32.5
K Gowtham,2018,Middle,27,20,3,1,135.0,20.0
K Gowtham,2018,Powerplay,8,4,0,1,200.0,25.0
K Gowtham,2019,Death,3,6,0,0,50.0,0.0
K Gowtham,2019,Middle,15,13,1,1,115.38,15.38
K Gowtham,2020,Death,22,13,2,1,169.23,23.08
K Gowtham,2020,Middle,20,14,1,1,142.86,14.29
K Gowtham,2022,Powerplay,0,1,0,0,0.0,0.0
K Gowtham,2023,Death,36,21,1,3,171.43,19.05
K Gowtham,2023,Middle,25,16,1,2,156.25,18.75
K Kartikeya,2022,Death,2,2,0,0,100.0,0.0
K Kartikeya,2022,Middle,1,3,0,0,33.33,0.0
K Kartikeya,2023,Death,6,7,1,0,85.71,14.29
K Kartikeya,2025,Death,1,1,0,0,100.0,0.0
K Kartikeya,2025,Middle,2,4,0,0,50.0,0.0
K Rabada,2017,Death,4,7,0,0,57.14,0.0
K Rabada,2017,Middle,50,54,5,1,92.59,11.11
K Rabada,2017,Powerplay,1,3,0,0,33.33,0.0
K Rabada,2019,Death,14,15,0,1,93.33,6.67
K Rabada,2020,Death,52,38,4,2,136.84,15.79
K Rabada,2020,Middle,4,11,0,0,36.36,0.0
K Rabada,2021,Death,13,6,2,0,216.67,33.33
K Rabada,2022,Death,42,25,5,2,168.0,28.0
K Rabada,2022,Middle,6,17,0,0,35.29,0.0
K Rabada,2023,Death,0,2,0,0,0.0,0.0
K Rabada,2024,Death,20,14,0,2,142.86,14.29
K Rabada,2025,Death,9,8,0,1,112.5,12.5
K Rabada,2026,Death,18,15,1,1,120.0,13.33
K Rabada,2026,Middle,29,23,4,1,126.09,21.74
K Upadhyay,2012,Death,11,8,0,1,137.5,12.5
K Upadhyay,2013,Death,1,1,0,0,100.0,0.0
K Yadav,2021,Death,0,4,0,0,0.0,0.0
KA Jamieson,2021,Death,45,30,4,2,150.0,20.0
KA Jamieson,2021,Middle,20,25,1,1,80.0,8.0
KA Jamieson,2025,Death,0,2,0,0,0.0,0.0
KA Jamieson,2025,Middle,0,3,0,0,0.0,0.0
KA Jamieson,2026,Middle,12,13,1,1,92.31,15.38
KA Maharaj,2024,Death,1,2,0,0,50.0,0.0
KA Pollard,2010,Death,182,75,16,13,242.67,38.67
KA Pollard,2010,Middle,90,70,7,4,128.57,15.71
KA Pollard,2010,Powerplay,1,1,0,0,100.0,0.0
KA Pollard,2011,Death,80,55,8,4,145.45,21.82
KA Pollard,2011,Middle,65,77,4,2,84.42,7.79
KA Pollard,2012,Death,73,45,7,4,162.22,24.44
KA Pollard,2012,Middle,147,113,8,10,130.09,15.93
KA Pollard,2013,Death,210,112,13,17,187.5,26.79
KA Pollard,2013,Middle,204,166,14,11,122.89,15.06
KA Pollard,2014,Death,147,97,8,8,151.55,16.49
KA Pollard,2014,Middle,117,101,7,6,115.84,12.87
KA Pollard,2014,Powerplay,8,4,0,1,200.0,25.0
KA Pollard,2015,Death,189,95,12,14,198.95,27.37
KA Pollard,2015,Middle,226,160,15,14,141.25,18.12
KA Pollard,2016,Death,99,58,4,9,170.69,22.41
KA Pollard,2016,Middle,108,79,7,7,136.71,17.72
KA Pollard,2016,Powerplay,0,7,0,0,0.0,0.0
KA Pollard,2017,Death,104,69,7,6,150.72,18.84
KA Pollard,2017,Middle,275,193,19,16,142.49,18.13
KA Pollard,2017,Powerplay,16,17,1,1,94.12,11.76
KA Pollard,2018,Death,23,21,1,1,109.52,9.52
KA Pollard,2018,Middle,98,69,8,6,142.03,20.29
KA Pollard,2018,Powerplay,12,9,1,0,133.33,11.11
KA Pollard,2019,Death,145,76,8,13,190.79,27.63
KA Pollard,2019,Middle,121,98,6,7,123.47,13.27
KA Pollard,2019,Powerplay,3,2,0,0,150.0,0.0
KA Pollard,2020,Death,211,88,12,19,239.77,35.23
KA Pollard,2020,Middle,57,52,3,3,109.62,11.54
KA Pollard,2020,Powerplay,13,9,2,0,144.44,22.22
KA Pollard,2021,Death,129,77,9,9,167.53,23.38
KA Pollard,2021,Middle,114,87,7,7,131.03,16.09
KA Pollard,2022,Death,90,60,4,7,150.0,18.33
KA Pollard,2022,Middle,54,73,2,2,73.97,5.48
KAJ Roach,2010,Death,1,4,0,0,25.0,0.0
KAJ Roach,2010,Middle,9,5,1,0,180.0,20.0
KB Arun Karthik,2010,Death,3,5,0,0,60.0,0.0
KB Arun Karthik,2011,Middle,7,8,1,0,87.5,12.5
KB Arun Karthik,2013,Death,22,24,2,0,91.67,8.33
KB Arun Karthik,2013,Middle,19,14,1,1,135.71,14.29
KC Cariappa,2016,Death,1,3,0,0,33.33,0.0
KC Cariappa,2016,Middle,12,8,0,1,150.0,12.5
KC Cariappa,2017,Death,2,7,0,0,28.57,0.0
KC Cariappa,2019,Death,9,3,0,1,300.0,33.33
KC Sangakkara,2008,Death,34,20,5,0,170.0,25.0
KC Sangakkara,2008,Middle,151,105,15,4,143.81,18.1
KC Sangakkara,2008,Powerplay,134,72,21,4,186.11,34.72
KC Sangakkara,2009,Death,46,37,4,1,124.32,13.51
KC Sangakkara,2009,Middle,247,224,19,4,110.27,10.27
KC Sangakkara,2009,Powerplay,39,61,6,0,63.93,9.84
KC Sangakkara,2010,Death,25,17,4,0,147.06,23.53
KC Sangakkara,2010,Middle,200,149,21,4,134.23,16.78
KC Sangakkara,2010,Powerplay,132,90,22,1,146.67,25.56
KC Sangakkara,2011,Death,2,3,0,0,66.67,0.0
KC Sangakkara,2011,Middle,252,186,29,4,135.48,17.74
KC Sangakkara,2011,Powerplay,104,102,15,1,101.96,15.69
KC Sangakkara,2012,Death,28,13,3,2,215.38,38.46
KC Sangakkara,2012,Middle,112,106,11,1,105.66,11.32
KC Sangakkara,2012,Powerplay,54,64,7,0,84.38,10.94
KC Sangakkara,2013,Middle,61,78,3,0,78.21,3.85
KC Sangakkara,2013,Powerplay,59,58,10,0,101.72,17.24
KD Karthik,2008,Death,31,21,2,2,147.62,19.05
KD Karthik,2008,Middle,114,86,11,2,132.56,15.12
KD Karthik,2009,Death,107,66,8,5,162.12,19.7
KD Karthik,2009,Middle,181,151,12,4,119.87,10.6
KD Karthik,2010,Death,67,31,7,4,216.13,35.48
KD Karthik,2010,Middle,195,182,18,2,107.14,10.99
KD Karthik,2010,Powerplay,16,23,1,0,69.57,4.35
KD Karthik,2011,Death,61,42,5,2,145.24,16.67
KD Karthik,2011,Middle,204,160,24,5,127.5,18.12
KD Karthik,2011,Powerplay,17,18,3,0,94.44,16.67
KD Karthik,2012,Death,26,19,4,0,136.84,21.05
KD Karthik,2012,Middle,161,147,17,1,109.52,12.24
KD Karthik,2012,Powerplay,51,46,9,1,110.87,21.74
KD Karthik,2013,Death,57,24,3,6,237.5,37.5
KD Karthik,2013,Middle,299,243,32,4,123.05,14.81
KD Karthik,2013,Powerplay,149,142,18,4,104.93,15.49
KD Karthik,2014,Death,9,9,1,0,100.0,11.11
KD Karthik,2014,Middle,252,193,19,10,130.57,15.03
KD Karthik,2014,Powerplay,64,56,8,1,114.29,16.07
KD Karthik,2015,Death,20,8,1,2,250.0,37.5
KD Karthik,2015,Middle,108,96,12,2,112.5,14.58
KD Karthik,2015,Powerplay,13,13,2,0,100.0,15.38
KD Karthik,2016,Death,54,28,8,1,192.86,32.14
KD Karthik,2016,Middle,252,200,26,2,126.0,14.0
KD Karthik,2016,Powerplay,29,38,4,0,76.32,10.53
KD Karthik,2017,Death,105,64,11,4,164.06,23.44
KD Karthik,2017,Middle,236,182,15,7,129.67,12.09
KD Karthik,2017,Powerplay,16,12,3,0,133.33,25.0
KD Karthik,2018,Death,185,99,20,9,186.87,29.29
KD Karthik,2018,Middle,293,223,26,7,131.39,14.8
KD Karthik,2018,Powerplay,20,14,3,0,142.86,21.43
KD Karthik,2019,Death,105,45,7,9,233.33,35.56
KD Karthik,2019,Middle,138,110,13,5,125.45,16.36
KD Karthik,2019,Powerplay,10,18,2,0,55.56,11.11
KD Karthik,2020,Death,85,43,11,3,197.67,32.56
KD Karthik,2020,Middle,72,68,7,1,105.88,11.76
KD Karthik,2020,Powerplay,12,25,2,0,48.0,8.0
KD Karthik,2021,Death,119,80,12,3,148.75,18.75
KD Karthik,2021,Middle,104,90,10,4,115.56,15.56
KD Karthik,2022,Death,242,110,19,19,220.0,34.55
KD Karthik,2022,Middle,83,68,7,3,122.06,14.71
KD Karthik,2023,Death,82,51,8,4,160.78,23.53
KD Karthik,2023,Middle,58,53,5,1,109.43,11.32
KD Karthik,2024,Death,197,90,12,18,218.89,33.33
KD Karthik,2024,Middle,125,83,14,4,150.6,21.69
KH Pandya,2016,Death,50,30,5,1,166.67,20.0
KH Pandya,2016,Middle,166,80,14,11,207.5,31.25
KH Pandya,2016,Powerplay,21,14,3,1,150.0,28.57
KH Pandya,2017,Death,76,45,7,4,168.89,24.44
KH Pandya,2017,Middle,165,132,17,3,125.0,15.15
KH Pandya,2017,Powerplay,2,2,0,0,100.0,0.0
KH Pandya,2018,Death,101,57,9,6,177.19,26.32
KH Pandya,2018,Middle,125,98,13,4,127.55,17.35
KH Pandya,2018,Powerplay,2,2,0,0,100.0,0.0
KH Pandya,2019,Death,65,39,8,2,166.67,25.64
KH Pandya,2019,Middle,118,111,10,3,106.31,11.71
KH Pandya,2020,Death,37,21,4,2,176.19,28.57
KH Pandya,2020,Middle,71,70,5,3,101.43,11.43
KH Pandya,2020,Powerplay,1,1,0,0,100.0,0.0
KH Pandya,2021,Death,55,43,4,3,127.91,16.28
KH Pandya,2021,Middle,84,79,5,3,106.33,10.13
KH Pandya,2022,Death,56,37,4,1,151.35,13.51
KH Pandya,2022,Middle,110,100,8,3,110.0,11.0
KH Pandya,2022,Powerplay,17,8,4,0,212.5,50.0
KH Pandya,2023,Death,19,10,2,1,190.0,30.0
KH Pandya,2023,Middle,140,123,9,5,113.82,11.38
KH Pandya,2023,Powerplay,29,32,4,0,90.62,12.5
KH Pandya,2024,Death,70,47,6,2,148.94,17.02
KH Pandya,2024,Middle,61,56,2,3,108.93,8.93
KH Pandya,2024,Powerplay,2,2,0,0,100.0,0.0
KH Pandya,2025,Death,31,24,5,0,129.17,20.83
KH Pandya,2025,Middle,71,52,3,4,136.54,13.46
KH Pandya,2025,Powerplay,3,9,0,0,33.33,0.0
KH Pandya,2026,Death,78,49,5,6,159.18,22.45
KH Pandya,2026,Middle,134,94,14,4,142.55,19.15
KH Pandya,2026,Powerplay,9,10,0,1,90.0,10.0
KJ Abbott,2016,Death,13,7,0,1,185.71,14.29
KJ Abbott,2016,Middle,0,1,0,0,0.0,0.0
KK Ahmed,2019,Death,0,1,0,0,0.0,0.0
KK Ahmed,2020,Death,0,2,0,0,0.0,0.0
KK Ahmed,2021,Death,1,2,0,0,50.0,0.0
KK Ahmed,2022,Death,0,2,0,0,0.0,0.0
KK Ahmed,2025,Death,1,2,0,0,50.0,0.0
KK Cooper,2012,Death,29,13,3,2,223.08,38.46
KK Cooper,2012,Middle,8,6,0,1,133.33,16.67
KK Cooper,2013,Death,35,18,3,2,194.44,27.78
KK Cooper,2013,Middle,4,4,1,0,100.0,25.0
KK Cooper,2014,Death,2,2,0,0,100.0,0.0
KK Cooper,2014,Middle,30,22,2,2,136.36,18.18
KK Cooper,2014,Powerplay,7,2,0,1,350.0,50.0
KK Nair,2013,Middle,1,7,0,0,14.29,0.0
KK Nair,2013,Powerplay,8,5,0,0,160.0,0.0
KK Nair,2014,Death,24,10,3,1,240.0,40.0
KK Nair,2014,Middle,170,116,18,5,146.55,19.83
KK Nair,2014,Powerplay,136,106,17,3,128.3,18.87
KK Nair,2015,Death,57,31,5,3,183.87,25.81
KK Nair,2015,Middle,115,97,13,1,118.56,14.43
KK Nair,2015,Powerplay,9,17,0,1,52.94,5.88
KK Nair,2016,Death,43,22,2,4,195.45,27.27
KK Nair,2016,Middle,192,170,19,1,112.94,11.76
KK Nair,2016,Powerplay,117,103,18,1,113.59,18.45
KK Nair,2017,Death,12,7,2,0,171.43,28.57
KK Nair,2017,Middle,65,74,4,1,87.84,6.76
KK Nair,2017,Powerplay,204,145,33,5,140.69,26.21
KK Nair,2018,Death,58,27,5,4,214.81,33.33
KK Nair,2018,Middle,218,166,14,9,131.33,13.86
KK Nair,2018,Powerplay,25,28,4,0,89.29,14.29
KK Nair,2019,Death,1,3,0,0,33.33,0.0
KK Nair,2019,Middle,4,3,0,0,133.33,0.0
KK Nair,2020,Death,13,6,2,0,216.67,33.33
KK Nair,2020,Middle,2,2,0,0,100.0,0.0
KK Nair,2020,Powerplay,1,6,0,0,16.67,0.0
KK Nair,2022,Death,3,5,0,0,60.0,0.0
KK Nair,2022,Middle,13,13,1,0,100.0,7.69
KK Nair,2025,Middle,89,51,10,4,174.51,27.45
KK Nair,2025,Powerplay,109,64,14,6,170.31,31.25
KK Nair,2026,Middle,12,9,2,0,133.33,22.22
KK Nair,2026,Powerplay,6,9,1,0,66.67,11.11
KL Nagarkoti,2020,Death,15,16,1,0,93.75,6.25
KL Nagarkoti,2020,Middle,7,15,0,0,46.67,0.0
KL Nagarkoti,2021,Death,0,2,0,0,0.0,0.0
KL Rahul,2013,Death,8,4,2,0,200.0,50.0
KL Rahul,2013,Powerplay,12,12,2,0,100.0,16.67
KL Rahul,2014,Death,11,10,0,1,110.0,10.0
KL Rahul,2014,Middle,106,110,6,2,96.36,7.27
KL Rahul,2014,Powerplay,49,44,6,0,111.36,13.64
KL Rahul,2015,Death,31,17,2,2,182.35,23.53
KL Rahul,2015,Middle,102,93,5,3,109.68,8.6
KL Rahul,2015,Powerplay,8,14,1,0,57.14,7.14
KL Rahul,2016,Death,32,19,2,2,168.42,21.05
KL Rahul,2016,Middle,202,136,16,9,148.53,18.38
KL Rahul,2016,Powerplay,163,116,19,5,140.52,20.69
KL Rahul,2018,Death,91,34,11,4,267.65,44.12
KL Rahul,2018,Middle,204,150,13,8,136.0,14.0
KL Rahul,2018,Powerplay,364,231,42,20,157.58,26.84
KL Rahul,2019,Death,93,53,7,5,175.47,22.64
KL Rahul,2019,Middle,267,192,17,9,139.06,13.54
KL Rahul,2019,Powerplay,232,192,25,11,120.83,18.75
KL Rahul,2020,Death,82,45,5,6,182.22,24.44
KL Rahul,2020,Middle,284,229,20,8,124.02,12.23
KL Rahul,2020,Powerplay,310,248,33,9,125.0,16.94
KL Rahul,2021,Death,82,36,9,4,227.78,36.11
KL Rahul,2021,Middle,285,189,13,17,150.79,15.87
KL Rahul,2021,Powerplay,259,225,26,9,115.11,15.56
KL Rahul,2022,Death,121,61,12,6,198.36,29.51
KL Rahul,2022,Middle,291,197,15,16,147.72,15.74
KL Rahul,2022,Powerplay,203,196,18,8,103.57,13.27
KL Rahul,2023,Death,26,24,1,1,108.33,8.33
KL Rahul,2023,Middle,111,102,8,1,108.82,8.82
KL Rahul,2023,Powerplay,137,115,19,2,119.13,18.26
KL Rahul,2024,Death,8,8,1,0,100.0,12.5
KL Rahul,2024,Middle,233,166,19,5,140.36,14.46
KL Rahul,2024,Powerplay,273,206,25,13,132.52,18.45
KL Rahul,2025,Death,64,32,6,4,200.0,31.25
KL Rahul,2025,Middle,296,201,21,12,147.26,16.42
KL Rahul,2025,Powerplay,186,130,26,5,143.08,23.85
KL Rahul,2026,Death,31,18,4,1,172.22,27.78
KL Rahul,2026,Middle,320,161,26,19,198.76,27.95
KL Rahul,2026,Powerplay,241,160,26,11,150.62,23.12
KM Asif,2023,Middle,0,2,0,0,0.0,0.0
KM Jadhav,2010,Death,32,16,4,1,200.0,31.25
KM Jadhav,2010,Middle,42,38,3,1,110.53,10.53
KM Jadhav,2010,Powerplay,2,2,0,0,100.0,0.0
KM Jadhav,2011,Death,6,10,0,0,60.0,0.0
KM Jadhav,2011,Middle,12,11,1,0,109.09,9.09
KM Jadhav,2011,Powerplay,0,2,0,0,0.0,0.0
