Bowler,Opponent,runs_conceded,balls_bowled,overs,economy,wickets
JC Archer,Chennai Super Kings,171,186,31.0,5.52,10
JC Archer,Delhi Capitals,172,144,24.0,7.17,11
JC Archer,Delhi Daredevils,30,19,3.1666666666666665,9.47,1
JC Archer,Gujarat Titans,189,114,19.0,9.95,3
JC Archer,Kings XI Punjab,176,143,23.833333333333332,7.38,7
JC Archer,Kolkata Knight Riders,241,201,33.5,7.19,7
JC Archer,Lucknow Super Giants,89,72,12.0,7.42,5
JC Archer,Mumbai Indians,234,205,34.166666666666664,6.85,16
JC Archer,Punjab Kings,153,96,16.0,9.56,5
JC Archer,Rajasthan Royals,25,24,4.0,6.25,1
JC Archer,Royal Challengers Bengaluru,262,184,30.666666666666668,8.54,5
JC Archer,Sunrisers Hyderabad,309,193,32.166666666666664,9.61,13
JD Ryder,Chennai Super Kings,20,12,2.0,10.0,1
JD Ryder,Deccan Chargers,28,18,3.0,9.33,1
JD Ryder,Delhi Daredevils,52,26,4.333333333333333,12.0,1
JD Ryder,Kings XI Punjab,90,84,14.0,6.43,2
JD Ryder,Kochi Tuskers Kerala,8,12,2.0,4.0,1
JD Ryder,Kolkata Knight Riders,25,24,4.0,6.25,0
JD Ryder,Mumbai Indians,26,18,3.0,8.67,0
JD Ryder,Rajasthan Royals,28,30,5.0,5.6,2
JD Ryder,Royal Challengers Bengaluru,20,12,2.0,10.0,0
JD Unadkat,Chennai Super Kings,462,291,48.5,9.53,11
JD Unadkat,Deccan Chargers,34,24,4.0,8.5,2
JD Unadkat,Delhi Capitals,129,104,17.333333333333332,7.44,6
JD Unadkat,Delhi Daredevils,169,132,22.0,7.68,14
JD Unadkat,Gujarat Lions,29,23,3.8333333333333335,7.57,3
JD Unadkat,Gujarat Titans,83,55,9.166666666666666,9.05,3
JD Unadkat,Kings XI Punjab,320,218,36.333333333333336,8.81,6
JD Unadkat,Kochi Tuskers Kerala,24,24,4.0,6.0,2
JD Unadkat,Kolkata Knight Riders,405,294,49.0,8.27,13
JD Unadkat,Lucknow Super Giants,136,83,13.833333333333334,9.83,2
JD Unadkat,Mumbai Indians,515,360,60.0,8.58,17
JD Unadkat,Pune Warriors,37,24,4.0,9.25,2
JD Unadkat,Punjab Kings,128,66,11.0,11.64,2
JD Unadkat,Rajasthan Royals,178,123,20.5,8.68,4
JD Unadkat,Royal Challengers Bengaluru,431,278,46.333333333333336,9.3,13
JD Unadkat,Sunrisers Hyderabad,350,252,42.0,8.33,14
JDP Oram,Deccan Chargers,41,30,5.0,8.2,0
JDP Oram,Delhi Daredevils,14,6,1.0,14.0,0
JDP Oram,Kings XI Punjab,37,24,4.0,9.25,0
JDP Oram,Kochi Tuskers Kerala,32,12,2.0,16.0,1
JDP Oram,Kolkata Knight Riders,32,24,4.0,8.0,3
JDP Oram,Mumbai Indians,81,48,8.0,10.12,1
JDP Oram,Rajasthan Royals,35,30,5.0,7.0,2
JDP Oram,Royal Challengers Bengaluru,64,63,10.5,6.1,2
JDS Neesham,Chennai Super Kings,79,54,9.0,8.78,1
JDS Neesham,Delhi Capitals,17,12,2.0,8.5,1
JDS Neesham,Gujarat Titans,29,18,3.0,9.67,0
JDS Neesham,Kings XI Punjab,14,6,1.0,14.0,0
JDS Neesham,Kolkata Knight Riders,24,12,2.0,12.0,0
JDS Neesham,Mumbai Indians,51,24,4.0,12.75,0
JDS Neesham,Rajasthan Royals,52,48,8.0,6.5,4
JDS Neesham,Royal Challengers Bengaluru,34,24,4.0,8.5,0
JDS Neesham,Sunrisers Hyderabad,28,18,3.0,9.33,2
JE Root,Kolkata Knight Riders,14,12,2.0,7.0,0
JE Taylor,Chennai Super Kings,53,48,8.0,6.62,3
JE Taylor,Mumbai Indians,34,24,4.0,8.5,2
JE Taylor,Rajasthan Royals,22,21,3.5,6.29,0
JE Taylor,Royal Challengers Bengaluru,43,24,4.0,10.75,1
JEC Franklin,Chennai Super Kings,38,24,4.0,9.5,3
JEC Franklin,Deccan Chargers,18,18,3.0,6.0,2
JEC Franklin,Delhi Daredevils,9,6,1.0,9.0,0
JEC Franklin,Kings XI Punjab,4,6,1.0,4.0,1
JEC Franklin,Kolkata Knight Riders,45,30,5.0,9.0,2
JEC Franklin,Pune Warriors,60,42,7.0,8.57,1
JEC Franklin,Rajasthan Royals,31,19,3.1666666666666665,9.79,0
JEC Franklin,Royal Challengers Bengaluru,9,6,1.0,9.0,0
JH Kallis,Chennai Super Kings,384,294,49.0,7.84,10
JH Kallis,Deccan Chargers,206,158,26.333333333333332,7.82,4
JH Kallis,Delhi Daredevils,345,270,45.0,7.67,11
JH Kallis,Kings XI Punjab,315,240,40.0,7.88,9
JH Kallis,Kochi Tuskers Kerala,20,18,3.0,6.67,0
JH Kallis,Kolkata Knight Riders,145,90,15.0,9.67,3
JH Kallis,Mumbai Indians,311,228,38.0,8.18,7
JH Kallis,Pune Warriors,106,72,12.0,8.83,4
JH Kallis,Rajasthan Royals,237,216,36.0,6.58,5
JH Kallis,Royal Challengers Bengaluru,116,126,21.0,5.52,9
JH Kallis,Sunrisers Hyderabad,25,30,5.0,5.0,3
JJ Bumrah,Chennai Super Kings,480,412,68.66666666666667,6.99,16
JJ Bumrah,Delhi Capitals,388,352,58.666666666666664,6.61,22
JJ Bumrah,Delhi Daredevils,258,192,32.0,8.06,8
JJ Bumrah,Gujarat Lions,139,102,17.0,8.18,5
JJ Bumrah,Gujarat Titans,119,114,19.0,6.26,7
JJ Bumrah,Kings XI Punjab,278,280,46.666666666666664,5.96,19
JJ Bumrah,Kolkata Knight Riders,554,449,74.83333333333333,7.4,26
JJ Bumrah,Lucknow Super Giants,125,120,20.0,6.25,5
JJ Bumrah,Punjab Kings,224,186,31.0,7.23,7
JJ Bumrah,Rajasthan Royals,373,366,61.0,6.11,19
JJ Bumrah,Rising Pune Supergiants,174,138,23.0,7.57,7
JJ Bumrah,Royal Challengers Bengaluru,628,522,87.0,7.22,29
JJ Bumrah,Sunrisers Hyderabad,519,420,70.0,7.41,20
JJ van der Wath,Chennai Super Kings,48,24,4.0,12.0,2
JJ van der Wath,Deccan Chargers,27,24,4.0,6.75,1
JJ van der Wath,Kings XI Punjab,50,24,4.0,12.5,0
JL Pattinson,Chennai Super Kings,26,24,4.0,6.5,1
JL Pattinson,Delhi Capitals,34,18,3.0,11.33,0
JL Pattinson,Kings XI Punjab,27,24,4.0,6.75,2
JL Pattinson,Kolkata Knight Riders,24,24,4.0,6.0,2
JL Pattinson,Rajasthan Royals,57,39,6.5,8.77,4
JL Pattinson,Royal Challengers Bengaluru,86,42,7.0,12.29,0
JL Pattinson,Sunrisers Hyderabad,57,42,7.0,8.14,2
JM Kemp,Deccan Chargers,14,13,2.1666666666666665,6.46,0
JM Kemp,Delhi Daredevils,14,6,1.0,14.0,0
JM Kemp,Kings XI Punjab,12,7,1.1666666666666667,10.29,0
JM Kemp,Kolkata Knight Riders,11,18,3.0,3.67,3
JO Holder,Chennai Super Kings,159,102,17.0,9.35,3
JO Holder,Delhi Capitals,225,137,22.833333333333332,9.85,2
JO Holder,Delhi Daredevils,73,48,8.0,9.12,0
JO Holder,Gujarat Lions,13,12,2.0,6.5,0
JO Holder,Gujarat Titans,38,24,4.0,9.5,1
JO Holder,Kings XI Punjab,25,24,4.0,6.25,2
JO Holder,Kolkata Knight Riders,167,105,17.5,9.54,6
JO Holder,Lucknow Super Giants,38,24,4.0,9.5,1
JO Holder,Mumbai Indians,189,117,19.5,9.69,8
JO Holder,Punjab Kings,78,78,13.0,6.0,9
JO Holder,Rajasthan Royals,205,171,28.5,7.19,13
JO Holder,Royal Challengers Bengaluru,293,233,38.833333333333336,7.55,16
JO Holder,Sunrisers Hyderabad,174,150,25.0,6.96,9
JP Behrendorff,Chennai Super Kings,44,42,7.0,6.29,3
JP Behrendorff,Delhi Capitals,23,18,3.0,7.67,3
JP Behrendorff,Gujarat Titans,99,72,12.0,8.25,2
JP Behrendorff,Kings XI Punjab,35,24,4.0,8.75,1
JP Behrendorff,Lucknow Super Giants,50,42,7.0,7.14,2
JP Behrendorff,Punjab Kings,40,18,3.0,13.33,1
JP Behrendorff,Rajasthan Royals,30,18,3.0,10.0,0
JP Behrendorff,Royal Challengers Bengaluru,121,66,11.0,11.0,4
JP Behrendorff,Sunrisers Hyderabad,93,66,11.0,8.45,3
JP Duminy,Chennai Super Kings,68,66,11.0,6.18,1
JP Duminy,Delhi Daredevils,71,57,9.5,7.47,1
JP Duminy,Gujarat Lions,18,18,3.0,6.0,1
JP Duminy,Kings XI Punjab,162,174,29.0,5.59,10
JP Duminy,Kolkata Knight Riders,120,69,11.5,10.43,1
JP Duminy,Mumbai Indians,69,66,11.0,6.27,2
JP Duminy,Pune Warriors,86,60,10.0,8.6,1
JP Duminy,Rajasthan Royals,52,48,8.0,6.5,1
JP Duminy,Rising Pune Supergiants,9,6,1.0,9.0,0
JP Duminy,Royal Challengers Bengaluru,70,54,9.0,7.78,0
JP Duminy,Sunrisers Hyderabad,77,60,10.0,7.7,5
JP Faulkner,Chennai Super Kings,179,136,22.666666666666668,7.9,6
JP Faulkner,Delhi Daredevils,258,171,28.5,9.05,10
JP Faulkner,Kings XI Punjab,312,195,32.5,9.6,8
JP Faulkner,Kolkata Knight Riders,138,114,19.0,7.26,5
JP Faulkner,Mumbai Indians,288,185,30.833333333333332,9.34,11
JP Faulkner,Pune Warriors,80,72,12.0,6.67,4
JP Faulkner,Rajasthan Royals,40,24,4.0,10.0,2
JP Faulkner,Rising Pune Supergiants,67,41,6.833333333333333,9.8,0
JP Faulkner,Royal Challengers Bengaluru,199,138,23.0,8.65,3
JP Faulkner,Sunrisers Hyderabad,180,162,27.0,6.67,12
JPR Scantlebury-Searles,Kings XI Punjab,49,24,4.0,12.25,1
JPR Scantlebury-Searles,Rajasthan Royals,13,6,1.0,13.0,0
JPR Scantlebury-Searles,Sunrisers Hyderabad,24,12,2.0,12.0,1
JR Hazlewood,Chennai Super Kings,72,72,12.0,6.0,5
JR Hazlewood,Delhi Capitals,261,201,33.5,7.79,13
JR Hazlewood,Gujarat Titans,286,164,27.333333333333332,10.46,7
JR Hazlewood,Kolkata Knight Riders,122,96,16.0,7.62,7
JR Hazlewood,Lucknow Super Giants,142,114,19.0,7.47,11
JR Hazlewood,Mumbai Indians,150,102,17.0,8.82,4
JR Hazlewood,Punjab Kings,244,151,25.166666666666668,9.7,8
JR Hazlewood,Rajasthan Royals,217,162,27.0,8.04,12
JR Hazlewood,Royal Challengers Bengaluru,33,24,4.0,8.25,0
JR Hazlewood,Sunrisers Hyderabad,123,90,15.0,8.2,5
JR Hopes,Chennai Super Kings,123,72,12.0,10.25,1
JR Hopes,Deccan Chargers,64,42,7.0,9.14,2
JR Hopes,Delhi Daredevils,2,6,1.0,2.0,2
JR Hopes,Kings XI Punjab,70,42,7.0,10.0,1
JR Hopes,Kolkata Knight Riders,80,54,9.0,8.89,2
JR Hopes,Mumbai Indians,58,36,6.0,9.67,1
JR Hopes,Pune Warriors,25,24,4.0,6.25,1
JR Hopes,Rajasthan Royals,61,42,7.0,8.71,3
JR Hopes,Royal Challengers Bengaluru,56,42,7.0,8.0,1
JW Hastings,Delhi Daredevils,6,16,2.6666666666666665,2.25,2
JW Hastings,Mumbai Indians,29,24,4.0,7.25,0
JW Hastings,Sunrisers Hyderabad,28,18,3.0,9.33,1
Jalaj S Saxena,Delhi Capitals,27,18,3.0,9.0,0
Jaskaran Singh,Chennai Super Kings,15,6,1.0,15.0,0
Jaskaran Singh,Kings XI Punjab,12,6,1.0,12.0,1
Jaskaran Singh,Kolkata Knight Riders,52,42,7.0,7.43,3
Jaskaran Singh,Mumbai Indians,46,30,5.0,9.2,2
Jaskaran Singh,Royal Challengers Bengaluru,31,18,3.0,10.33,0
Joginder Sharma,Deccan Chargers,52,24,4.0,13.0,0
Joginder Sharma,Delhi Daredevils,74,48,8.0,9.25,2
Joginder Sharma,Kings XI Punjab,46,24,4.0,11.5,1
Joginder Sharma,Kolkata Knight Riders,30,24,4.0,7.5,1
Joginder Sharma,Mumbai Indians,122,96,16.0,7.62,5
Joginder Sharma,Rajasthan Royals,23,12,2.0,11.5,0
Joginder Sharma,Royal Challengers Bengaluru,35,28,4.666666666666667,7.5,3
K Goel,Chennai Super Kings,48,30,5.0,9.6,0
K Goel,Mumbai Indians,33,30,5.0,6.6,0
K Goel,Rajasthan Royals,11,6,1.0,11.0,0
K Gowtham,Chennai Super Kings,95,54,9.0,10.56,0
K Gowtham,Delhi Capitals,123,108,18.0,6.83,2
K Gowtham,Delhi Daredevils,37,18,3.0,12.33,0
K Gowtham,Kings XI Punjab,59,60,10.0,5.9,4
K Gowtham,Kolkata Knight Riders,139,96,16.0,8.69,6
K Gowtham,Mumbai Indians,133,78,13.0,10.23,1
K Gowtham,Punjab Kings,30,24,4.0,7.5,1
K Gowtham,Rajasthan Royals,30,24,4.0,7.5,2
K Gowtham,Royal Challengers Bengaluru,71,72,12.0,5.92,3
K Gowtham,Sunrisers Hyderabad,80,54,9.0,8.89,2
K Kartikeya,Chennai Super Kings,56,48,8.0,7.0,3
K Kartikeya,Gujarat Titans,118,72,12.0,9.83,3
K Kartikeya,Kolkata Knight Riders,32,18,3.0,10.67,2
K Kartikeya,Mumbai Indians,22,12,2.0,11.0,0
K Kartikeya,Punjab Kings,42,30,5.0,8.4,1
K Kartikeya,Rajasthan Royals,33,36,6.0,5.5,1
K Kartikeya,Royal Challengers Bengaluru,57,42,7.0,8.14,2
K Kartikeya,Sunrisers Hyderabad,37,24,4.0,9.25,0
K Khejroliya,Chennai Super Kings,43,18,3.0,14.33,2
K Khejroliya,Delhi Capitals,17,8,1.3333333333333333,12.75,0
K Khejroliya,Kings XI Punjab,33,24,4.0,8.25,2
K Khejroliya,Kolkata Knight Riders,30,23,3.8333333333333335,7.83,0
K Khejroliya,Rajasthan Royals,84,42,7.0,12.0,1
K Khejroliya,Royal Challengers Bengaluru,23,12,2.0,11.5,0
K Khejroliya,Sunrisers Hyderabad,28,24,4.0,7.0,1
K Rabada,Chennai Super Kings,307,266,44.333333333333336,6.92,15
K Rabada,Delhi Capitals,193,114,19.0,10.16,2
K Rabada,Gujarat Lions,28,24,4.0,7.0,2
K Rabada,Gujarat Titans,182,120,20.0,9.1,9
K Rabada,Kings XI Punjab,127,111,18.5,6.86,10
K Rabada,Kolkata Knight Riders,403,272,45.333333333333336,8.89,16
K Rabada,Lucknow Super Giants,247,145,24.166666666666668,10.22,10
K Rabada,Mumbai Indians,431,318,53.0,8.13,17
K Rabada,Punjab Kings,172,114,19.0,9.05,8
K Rabada,Rajasthan Royals,362,257,42.833333333333336,8.45,20
K Rabada,Royal Challengers Bengaluru,402,282,47.0,8.55,22
K Rabada,Sunrisers Hyderabad,387,278,46.333333333333336,8.35,20
K Santokie,Kings XI Punjab,40,24,4.0,10.0,1
K Santokie,Rajasthan Royals,47,24,4.0,11.75,2
K Upadhyay,Kolkata Knight Riders,18,12,2.0,9.0,0
K Upadhyay,Rajasthan Royals,28,18,3.0,9.33,0
K Upadhyay,Royal Challengers Bengaluru,33,24,4.0,8.25,0
K Yadav,Chennai Super Kings,18,18,3.0,6.0,1
K Yadav,Mumbai Indians,16,12,2.0,8.0,0
K Yadav,Sunrisers Hyderabad,50,24,4.0,12.5,1
KA Jamieson,Chennai Super Kings,30,18,3.0,10.0,0
KA Jamieson,Delhi Capitals,32,24,4.0,8.0,1
KA Jamieson,Kolkata Knight Riders,63,30,5.0,12.6,3
KA Jamieson,Mumbai Indians,112,84,14.0,8.0,2
KA Jamieson,Punjab Kings,31,18,3.0,10.33,2
KA Jamieson,Rajasthan Royals,74,48,8.0,9.25,2
KA Jamieson,Royal Challengers Bengaluru,114,60,10.0,11.4,5
KA Jamieson,Sunrisers Hyderabad,29,18,3.0,9.67,1
KA Maharaj,Gujarat Titans,16,12,2.0,8.0,0
KA Maharaj,Punjab Kings,23,24,4.0,5.75,2
KA Pollard,Chennai Super Kings,364,265,44.166666666666664,8.24,14
KA Pollard,Deccan Chargers,97,84,14.0,6.93,7
KA Pollard,Delhi Capitals,70,49,8.166666666666666,8.57,2
KA Pollard,Delhi Daredevils,187,146,24.333333333333332,7.68,5
KA Pollard,Gujarat Titans,13,12,2.0,6.5,1
KA Pollard,Kings XI Punjab,230,159,26.5,8.68,5
KA Pollard,Kochi Tuskers Kerala,39,18,3.0,13.0,0
KA Pollard,Kolkata Knight Riders,201,144,24.0,8.38,4
KA Pollard,Lucknow Super Giants,8,12,2.0,4.0,2
KA Pollard,Pune Warriors,95,72,12.0,7.92,3
KA Pollard,Punjab Kings,18,12,2.0,9.0,2
KA Pollard,Rajasthan Royals,293,186,31.0,9.45,12
KA Pollard,Rising Pune Supergiants,29,11,1.8333333333333335,15.82,0
KA Pollard,Royal Challengers Bengaluru,302,222,37.0,8.16,11
KA Pollard,Sunrisers Hyderabad,129,96,16.0,8.06,1
KAJ Roach,Kolkata Knight Riders,46,24,4.0,11.5,0
KAJ Roach,Mumbai Indians,30,24,4.0,7.5,0
KC Cariappa,Delhi Daredevils,58,42,7.0,8.29,2
KC Cariappa,Gujarat Lions,39,42,7.0,5.57,2
KC Cariappa,Mumbai Indians,35,24,4.0,8.75,0
KC Cariappa,Royal Challengers Bengaluru,92,48,8.0,11.5,3
KC Cariappa,Sunrisers Hyderabad,110,60,10.0,11.0,1
KH Pandya,Chennai Super Kings,353,258,43.0,8.21,12
KH Pandya,Delhi Capitals,319,253,42.166666666666664,7.57,8
KH Pandya,Delhi Daredevils,78,73,12.166666666666666,6.41,5
KH Pandya,Gujarat Lions,79,78,13.0,6.08,4
KH Pandya,Gujarat Titans,227,207,34.5,6.58,9
KH Pandya,Kings XI Punjab,220,162,27.0,8.15,4
KH Pandya,Kolkata Knight Riders,364,307,51.166666666666664,7.11,11
KH Pandya,Lucknow Super Giants,79,60,10.0,7.9,3
KH Pandya,Mumbai Indians,219,174,29.0,7.55,9
KH Pandya,Punjab Kings,217,186,31.0,7.0,8
KH Pandya,Rajasthan Royals,313,246,41.0,7.63,9
KH Pandya,Rising Pune Supergiants,101,72,12.0,8.42,0
KH Pandya,Royal Challengers Bengaluru,408,366,61.0,6.69,12
KH Pandya,Sunrisers Hyderabad,324,259,43.166666666666664,7.51,13
KJ Abbott,Kolkata Knight Riders,30,18,3.0,10.0,0
KJ Abbott,Rising Pune Supergiants,62,42,7.0,8.86,1
KJ Abbott,Royal Challengers Bengaluru,43,18,3.0,14.33,1
KJ Abbott,Sunrisers Hyderabad,34,18,3.0,11.33,0
KK Ahmed,Chennai Super Kings,272,215,35.833333333333336,7.59,9
KK Ahmed,Delhi Capitals,231,155,25.833333333333332,8.94,11
KK Ahmed,Gujarat Titans,153,126,21.0,7.29,7
KK Ahmed,Kings XI Punjab,92,66,11.0,8.36,5
KK Ahmed,Kolkata Knight Riders,256,179,29.833333333333332,8.58,9
KK Ahmed,Lucknow Super Giants,128,84,14.0,9.14,6
KK Ahmed,Mumbai Indians,248,175,29.166666666666668,8.5,12
KK Ahmed,Punjab Kings,292,220,36.666666666666664,7.96,12
KK Ahmed,Rajasthan Royals,336,215,35.833333333333336,9.38,9
KK Ahmed,Royal Challengers Bengaluru,265,162,27.0,9.81,8
KK Ahmed,Sunrisers Hyderabad,101,60,10.0,10.1,4
KK Cooper,Chennai Super Kings,129,96,16.0,8.06,5
KK Cooper,Delhi Daredevils,64,66,11.0,5.82,4
KK Cooper,Kings XI Punjab,100,90,15.0,6.67,9
KK Cooper,Kolkata Knight Riders,40,48,8.0,5.0,6
KK Cooper,Mumbai Indians,189,132,22.0,8.59,7
KK Cooper,Pune Warriors,59,48,8.0,7.38,1
KK Cooper,Royal Challengers Bengaluru,33,24,4.0,8.25,0
KK Cooper,Sunrisers Hyderabad,111,72,12.0,9.25,1
KL Nagarkoti,Chennai Super Kings,80,48,8.0,10.0,1
KL Nagarkoti,Delhi Capitals,44,30,5.0,8.8,1
KL Nagarkoti,Kings XI Punjab,40,18,3.0,13.33,0
KL Nagarkoti,Mumbai Indians,28,12,2.0,14.0,0
KL Nagarkoti,Rajasthan Royals,36,36,6.0,6.0,3
KL Nagarkoti,Royal Challengers Bengaluru,36,24,4.0,9.0,0
KL Nagarkoti,Sunrisers Hyderabad,16,12,2.0,8.0,0
KM Asif,Delhi Daredevils,42,18,3.0,14.0,2
KM Asif,Kolkata Knight Riders,57,36,6.0,9.5,2
KM Asif,Punjab Kings,49,25,4.166666666666667,11.76,0
KM Asif,Rajasthan Royals,16,13,2.1666666666666665,7.38,1
KM Asif,Royal Challengers Bengaluru,40,24,4.0,10.0,2
KM Asif,Sunrisers Hyderabad,14,18,3.0,4.67,0
KMA Paul,Chennai Super Kings,61,36,6.0,10.17,0
KMA Paul,Kolkata Knight Riders,44,24,4.0,11.0,2
KMA Paul,Mumbai Indians,49,36,6.0,8.17,1
KMA Paul,Rajasthan Royals,14,19,3.1666666666666665,4.42,0
KMA Paul,Sunrisers Hyderabad,34,48,8.0,4.25,6
KMDN Kulasekara,Kings XI Punjab,26,24,4.0,6.5,1
KMDN Kulasekara,Pune Warriors,72,54,9.0,8.0,3
KMDN Kulasekara,Rajasthan Royals,17,24,4.0,4.25,1
KP Appanna,Deccan Chargers,25,18,3.0,8.33,0
KP Appanna,Delhi Daredevils,48,48,8.0,6.0,2
KP Appanna,Kings XI Punjab,40,30,5.0,8.0,1
KP Appanna,Kolkata Knight Riders,65,42,7.0,9.29,1
KP Appanna,Mumbai Indians,32,18,3.0,10.67,0
KP Appanna,Pune Warriors,51,36,6.0,8.5,1
KP Appanna,Rajasthan Royals,17,24,4.0,4.25,4
KP Pietersen,Chennai Super Kings,56,42,7.0,8.0,2
KP Pietersen,Deccan Chargers,56,42,7.0,8.0,2
KP Pietersen,Delhi Daredevils,3,6,1.0,3.0,0
KP Pietersen,Kings XI Punjab,24,18,3.0,8.0,0
KP Pietersen,Kolkata Knight Riders,18,24,4.0,4.5,1
KP Pietersen,Mumbai Indians,30,30,5.0,6.0,2
KP Pietersen,Pune Warriors,18,12,2.0,9.0,0
KR Mayers,Chennai Super Kings,15,12,2.0,7.5,0
KR Mayers,Delhi Capitals,6,6,1.0,6.0,0
KR Mayers,Gujarat Titans,14,6,1.0,14.0,0
KR Mayers,Punjab Kings,4,6,1.0,4.0,0
KR Mayers,Sunrisers Hyderabad,14,12,2.0,7.0,0
KR Sen,Chennai Super Kings,8,12,2.0,4.0,0
KR Sen,Delhi Capitals,32,19,3.1666666666666665,10.11,0
KR Sen,Gujarat Titans,83,48,8.0,10.38,4
KR Sen,Kolkata Knight Riders,68,43,7.166666666666667,9.49,3
KR Sen,Lucknow Super Giants,35,24,4.0,8.75,1
KR Sen,Mumbai Indians,43,26,4.333333333333333,9.92,1
KR Sen,Punjab Kings,75,48,8.0,9.38,1
KR Sen,Royal Challengers Bengaluru,20,21,3.5,5.71,4
KS Williamson,Kolkata Knight Riders,7,6,1.0,7.0,0
KS Williamson,Mumbai Indians,24,12,2.0,12.0,0
KT Maphaka,Chennai Super Kings,20,12,2.0,10.0,0
KT Maphaka,Punjab Kings,32,18,3.0,10.67,1
KT Maphaka,Rajasthan Royals,23,12,2.0,11.5,1
KT Maphaka,Sunrisers Hyderabad,63,24,4.0,15.75,0
KV Sharma,Chennai Super Kings,188,138,23.0,8.17,4
KV Sharma,Delhi Capitals,152,90,15.0,10.13,5
KV Sharma,Delhi Daredevils,131,124,20.666666666666668,6.34,7
KV Sharma,Gujarat Titans,92,48,8.0,11.5,1
KV Sharma,Kings XI Punjab,207,150,25.0,8.28,5
KV Sharma,Kolkata Knight Riders,352,278,46.333333333333336,7.6,19
KV Sharma,Lucknow Super Giants,92,54,9.0,10.22,3
KV Sharma,Mumbai Indians,203,147,24.5,8.29,6
KV Sharma,Pune Warriors,13,18,3.0,4.33,1
KV Sharma,Punjab Kings,36,18,3.0,12.0,2
KV Sharma,Rajasthan Royals,238,179,29.833333333333332,7.98,14
KV Sharma,Rising Pune Supergiants,85,72,12.0,7.08,3
KV Sharma,Royal Challengers Bengaluru,189,138,23.0,8.22,6
KV Sharma,Sunrisers Hyderabad,211,131,21.833333333333332,9.66,7
KW Richardson,Chennai Super Kings,35,24,4.0,8.75,1
KW Richardson,Delhi Daredevils,75,48,8.0,9.38,1
KW Richardson,Gujarat Lions,47,24,4.0,11.75,1
KW Richardson,Kings XI Punjab,24,18,3.0,8.0,1
KW Richardson,Kolkata Knight Riders,27,24,4.0,6.75,1
KW Richardson,Mumbai Indians,52,41,6.833333333333333,7.61,2
KW Richardson,Rajasthan Royals,28,18,3.0,9.33,1
KW Richardson,Rising Pune Supergiants,13,18,3.0,4.33,3
KW Richardson,Royal Challengers Bengaluru,61,48,8.0,7.62,4
KW Richardson,Sunrisers Hyderabad,96,72,12.0,8.0,4
Kamran Khan,Chennai Super Kings,33,16,2.6666666666666665,12.38,0
Kamran Khan,Delhi Daredevils,34,24,4.0,8.5,1
Kamran Khan,Kings XI Punjab,12,24,4.0,3.0,2
Kamran Khan,Kolkata Knight Riders,40,42,7.0,5.71,6
Kamran Khan,Mumbai Indians,10,6,1.0,10.0,0
Kamran Khan,Royal Challengers Bengaluru,98,54,9.0,10.89,1
Karanveer Singh,Chennai Super Kings,73,48,8.0,9.12,0
Karanveer Singh,Delhi Daredevils,22,24,4.0,5.5,2
Karanveer Singh,Kolkata Knight Riders,90,48,8.0,11.25,7
Karanveer Singh,Mumbai Indians,30,24,4.0,7.5,1
Karanveer Singh,Rajasthan Royals,58,48,8.0,7.25,2
Karanveer Singh,Royal Challengers Bengaluru,39,12,2.0,19.5,0
Karim Janat,Rajasthan Royals,30,6,1.0,30.0,0
Kartik Tyagi,Chennai Super Kings,117,72,12.0,9.75,3
Kartik Tyagi,Delhi Capitals,211,144,24.0,8.79,5
Kartik Tyagi,Gujarat Titans,98,48,8.0,12.25,0
Kartik Tyagi,Kings XI Punjab,42,24,4.0,10.5,0
Kartik Tyagi,Kolkata Knight Riders,63,36,6.0,10.5,3
Kartik Tyagi,Lucknow Super Giants,68,42,7.0,9.71,2
Kartik Tyagi,Mumbai Indians,187,113,18.833333333333332,9.93,5
Kartik Tyagi,Punjab Kings,27,24,4.0,6.75,2
Kartik Tyagi,Rajasthan Royals,21,24,4.0,5.25,3
Kartik Tyagi,Royal Challengers Bengaluru,137,92,15.333333333333334,8.93,5
Kartik Tyagi,Sunrisers Hyderabad,175,109,18.166666666666668,9.63,5
Krish Bhagat,Chennai Super Kings,53,24,4.0,13.25,0
Krish Bhagat,Gujarat Titans,10,12,2.0,5.0,0
Kuldeep Yadav,Chennai Super Kings,291,198,33.0,8.82,4
Kuldeep Yadav,Delhi Capitals,68,48,8.0,8.5,2
Kuldeep Yadav,Delhi Daredevils,110,74,12.333333333333334,8.92,3
Kuldeep Yadav,Gujarat Lions,58,48,8.0,7.25,4
Kuldeep Yadav,Gujarat Titans,215,186,31.0,6.94,6
Kuldeep Yadav,Kings XI Punjab,104,60,10.0,10.4,3
Kuldeep Yadav,Kolkata Knight Riders,190,144,24.0,7.92,13
Kuldeep Yadav,Lucknow Super Giants,230,184,30.666666666666668,7.5,11
Kuldeep Yadav,Mumbai Indians,383,264,44.0,8.7,10
Kuldeep Yadav,Punjab Kings,219,168,28.0,7.82,11
Kuldeep Yadav,Rajasthan Royals,341,270,45.0,7.58,12
Kuldeep Yadav,Rising Pune Supergiants,66,48,8.0,8.25,3
Kuldeep Yadav,Royal Challengers Bengaluru,367,258,43.0,8.53,11
Kuldeep Yadav,Sunrisers Hyderabad,456,336,56.0,8.14,19
L Ablish,Delhi Daredevils,17,12,2.0,8.5,1
L Ablish,Mumbai Indians,16,12,2.0,8.0,2
