Bowler,Opponent,runs_conceded,balls_bowled,overs,economy,wickets
DP Nannes,Rajasthan Royals,77,69,11.5,6.7,2
DP Nannes,Royal Challengers Bengaluru,82,72,12.0,6.83,2
DP Vijaykumar,Chennai Super Kings,48,38,6.333333333333333,7.58,2
DP Vijaykumar,Delhi Daredevils,24,24,4.0,6.0,1
DP Vijaykumar,Kings XI Punjab,24,12,2.0,12.0,0
DP Vijaykumar,Kolkata Knight Riders,19,18,3.0,6.33,1
DP Vijaykumar,Mumbai Indians,18,12,2.0,9.0,0
DP Vijaykumar,Rajasthan Royals,10,6,1.0,10.0,0
DP Vijaykumar,Royal Challengers Bengaluru,47,42,7.0,6.71,0
DR Sams,Chennai Super Kings,39,48,8.0,4.88,7
DR Sams,Delhi Capitals,99,60,10.0,9.9,1
DR Sams,Gujarat Titans,18,18,3.0,6.0,0
DR Sams,Kings XI Punjab,28,24,4.0,7.0,0
DR Sams,Kolkata Knight Riders,70,42,7.0,10.0,2
DR Sams,Lucknow Super Giants,35,24,4.0,8.75,1
DR Sams,Mumbai Indians,44,24,4.0,11.0,0
DR Sams,Punjab Kings,22,24,4.0,5.5,1
DR Sams,Rajasthan Royals,56,48,8.0,7.0,1
DR Sams,Royal Challengers Bengaluru,37,24,4.0,9.25,0
DR Sams,Sunrisers Hyderabad,39,24,4.0,9.75,1
DR Smith,Chennai Super Kings,82,42,7.0,11.71,0
DR Smith,Delhi Daredevils,165,114,19.0,8.68,4
DR Smith,Kings XI Punjab,96,48,8.0,12.0,3
DR Smith,Kolkata Knight Riders,94,90,15.0,6.27,7
DR Smith,Mumbai Indians,86,60,10.0,8.6,3
DR Smith,Rajasthan Royals,76,59,9.833333333333334,7.73,1
DR Smith,Rising Pune Supergiants,35,30,5.0,7.0,1
DR Smith,Royal Challengers Bengaluru,92,66,11.0,8.36,5
DR Smith,Sunrisers Hyderabad,55,30,5.0,11.0,2
DS Kulkarni,Chennai Super Kings,241,174,29.0,8.31,10
DS Kulkarni,Deccan Chargers,68,60,10.0,6.8,4
DS Kulkarni,Delhi Capitals,51,24,4.0,12.75,1
DS Kulkarni,Delhi Daredevils,321,251,41.833333333333336,7.67,12
DS Kulkarni,Kings XI Punjab,318,220,36.666666666666664,8.67,11
DS Kulkarni,Kolkata Knight Riders,248,173,28.833333333333332,8.6,5
DS Kulkarni,Mumbai Indians,305,216,36.0,8.47,13
DS Kulkarni,Pune Warriors,19,24,4.0,4.75,0
DS Kulkarni,Rajasthan Royals,139,126,21.0,6.62,8
DS Kulkarni,Rising Pune Supergiants,24,18,3.0,8.0,0
DS Kulkarni,Royal Challengers Bengaluru,329,268,44.666666666666664,7.37,15
DS Kulkarni,Sunrisers Hyderabad,291,233,38.833333333333336,7.49,7
DS Rathi,Chennai Super Kings,65,48,8.0,8.12,3
DS Rathi,Delhi Capitals,50,48,8.0,6.25,2
DS Rathi,Gujarat Titans,60,48,8.0,7.5,2
DS Rathi,Kolkata Knight Riders,100,72,12.0,8.33,2
DS Rathi,Mumbai Indians,69,48,8.0,8.62,2
DS Rathi,Punjab Kings,114,66,11.0,10.36,4
DS Rathi,Rajasthan Royals,94,72,12.0,7.83,0
DS Rathi,Royal Challengers Bengaluru,135,72,12.0,11.25,0
DS Rathi,Sunrisers Hyderabad,119,72,12.0,9.92,4
DT Christian,Chennai Super Kings,95,90,15.0,6.33,3
DT Christian,Delhi Capitals,19,12,2.0,9.5,1
DT Christian,Delhi Daredevils,115,84,14.0,8.21,5
DT Christian,Gujarat Lions,26,18,3.0,8.67,1
DT Christian,Kings XI Punjab,140,112,18.666666666666668,7.5,8
DT Christian,Kochi Tuskers Kerala,11,18,3.0,3.67,0
DT Christian,Kolkata Knight Riders,132,88,14.666666666666666,9.0,3
DT Christian,Mumbai Indians,310,204,34.0,9.12,6
DT Christian,Pune Warriors,33,36,6.0,5.5,4
DT Christian,Punjab Kings,11,6,1.0,11.0,0
DT Christian,Rajasthan Royals,87,54,9.0,9.67,2
DT Christian,Royal Challengers Bengaluru,70,72,12.0,5.83,2
DT Christian,Sunrisers Hyderabad,99,89,14.833333333333334,6.67,3
DW Steyn,Chennai Super Kings,325,288,48.0,6.77,9
DW Steyn,Deccan Chargers,117,132,22.0,5.32,7
DW Steyn,Delhi Daredevils,266,264,44.0,6.05,16
DW Steyn,Kings XI Punjab,333,264,44.0,7.57,8
DW Steyn,Kochi Tuskers Kerala,14,21,3.5,4.0,3
DW Steyn,Kolkata Knight Riders,387,306,51.0,7.59,13
DW Steyn,Mumbai Indians,349,330,55.0,6.35,15
DW Steyn,Pune Warriors,137,119,19.833333333333332,6.91,5
DW Steyn,Rajasthan Royals,219,250,41.666666666666664,5.26,13
DW Steyn,Royal Challengers Bengaluru,198,174,29.0,6.83,7
DW Steyn,Sunrisers Hyderabad,48,34,5.666666666666667,8.47,1
E Malinga,Chennai Super Kings,54,48,8.0,6.75,4
E Malinga,Delhi Capitals,58,48,8.0,7.25,5
E Malinga,Gujarat Titans,45,24,4.0,11.25,0
E Malinga,Kolkata Knight Riders,79,54,9.0,8.78,5
E Malinga,Lucknow Super Giants,58,48,8.0,7.25,3
E Malinga,Mumbai Indians,92,66,11.0,8.36,4
E Malinga,Punjab Kings,122,66,11.0,11.09,3
E Malinga,Rajasthan Royals,106,72,12.0,8.83,5
E Malinga,Royal Challengers Bengaluru,101,60,10.0,10.1,4
F du Plessis,Deccan Chargers,16,6,1.0,16.0,0
FA Allen,Kolkata Knight Riders,38,24,4.0,9.5,0
FA Allen,Lucknow Super Giants,46,24,4.0,11.5,1
FA Allen,Mumbai Indians,30,18,3.0,10.0,0
FA Allen,Sunrisers Hyderabad,21,24,4.0,5.25,1
FH Edwards,Chennai Super Kings,21,24,4.0,5.25,1
FH Edwards,Delhi Daredevils,36,22,3.6666666666666665,9.82,0
FH Edwards,Kolkata Knight Riders,6,24,4.0,1.5,0
FH Edwards,Mumbai Indians,23,24,4.0,5.75,2
FH Edwards,Rajasthan Royals,16,22,3.6666666666666665,4.36,1
FH Edwards,Royal Challengers Bengaluru,38,24,4.0,9.5,1
FY Fazal,Kings XI Punjab,6,6,1.0,6.0,0
FY Fazal,Kolkata Knight Riders,14,6,1.0,14.0,0
Fazalhaq Farooqi,Gujarat Titans,68,42,7.0,9.71,1
Fazalhaq Farooqi,Lucknow Super Giants,40,38,6.333333333333333,6.32,1
Fazalhaq Farooqi,Mumbai Indians,81,48,8.0,10.12,0
Fazalhaq Farooqi,Punjab Kings,70,42,7.0,10.0,2
Fazalhaq Farooqi,Rajasthan Royals,41,24,4.0,10.25,2
Fazalhaq Farooqi,Royal Challengers Bengaluru,76,42,7.0,10.86,0
Fazalhaq Farooqi,Sunrisers Hyderabad,49,18,3.0,16.33,0
G Coetzee,Chennai Super Kings,68,42,7.0,9.71,1
G Coetzee,Delhi Capitals,34,24,4.0,8.5,4
G Coetzee,Gujarat Titans,27,24,4.0,6.75,2
G Coetzee,Kolkata Knight Riders,24,12,2.0,12.0,0
G Coetzee,Lucknow Super Giants,26,18,3.0,8.67,1
G Coetzee,Mumbai Indians,58,30,5.0,11.6,1
G Coetzee,Punjab Kings,26,24,4.0,6.5,3
G Coetzee,Rajasthan Royals,58,27,4.5,12.89,0
G Coetzee,Royal Challengers Bengaluru,39,24,4.0,9.75,1
G Coetzee,Sunrisers Hyderabad,85,48,8.0,10.62,2
GB Hogg,Chennai Super Kings,65,72,12.0,5.42,6
GB Hogg,Deccan Chargers,33,24,4.0,8.25,0
GB Hogg,Delhi Daredevils,142,114,19.0,7.47,7
GB Hogg,Gujarat Lions,19,12,2.0,9.5,1
GB Hogg,Kings XI Punjab,56,36,6.0,9.33,0
GB Hogg,Kolkata Knight Riders,48,44,7.333333333333333,6.55,1
GB Hogg,Mumbai Indians,97,72,12.0,8.08,2
GB Hogg,Royal Challengers Bengaluru,71,60,10.0,7.1,4
GB Hogg,Sunrisers Hyderabad,17,24,4.0,4.25,2
GC Viljoen,Delhi Capitals,60,42,7.0,8.57,3
GC Viljoen,Kolkata Knight Riders,34,24,4.0,8.5,1
GC Viljoen,Mumbai Indians,67,48,8.0,8.38,2
GC Viljoen,Royal Challengers Bengaluru,49,24,4.0,12.25,1
GD McGrath,Chennai Super Kings,44,48,8.0,5.5,1
GD McGrath,Deccan Chargers,64,48,8.0,8.0,2
GD McGrath,Kings XI Punjab,47,36,6.0,7.83,2
GD McGrath,Kolkata Knight Riders,22,24,4.0,5.5,0
GD McGrath,Mumbai Indians,63,48,8.0,7.88,0
GD McGrath,Rajasthan Royals,68,72,12.0,5.67,1
GD McGrath,Royal Challengers Bengaluru,43,48,8.0,5.38,6
GD Phillips,Chennai Super Kings,3,6,1.0,3.0,0
GD Phillips,Kolkata Knight Riders,16,6,1.0,16.0,1
GD Phillips,Lucknow Super Giants,10,12,2.0,5.0,1
GD Phillips,Royal Challengers Bengaluru,10,6,1.0,10.0,0
GF Linde,Gujarat Titans,28,18,3.0,9.33,0
GF Linde,Kolkata Knight Riders,18,12,2.0,9.0,1
GF Linde,Royal Challengers Bengaluru,9,7,1.1666666666666667,7.71,0
GH Vihari,Kings XI Punjab,15,24,4.0,3.75,0
GH Vihari,Kolkata Knight Riders,14,6,1.0,14.0,0
GH Vihari,Royal Challengers Bengaluru,17,12,2.0,8.5,1
GHS Garton,Delhi Capitals,19,18,3.0,6.33,0
GHS Garton,Kolkata Knight Riders,29,18,3.0,9.67,0
GHS Garton,Punjab Kings,23,24,4.0,5.75,1
GHS Garton,Rajasthan Royals,29,18,3.0,9.67,1
GHS Garton,Sunrisers Hyderabad,27,12,2.0,13.5,1
GJ Maxwell,Chennai Super Kings,205,166,27.666666666666668,7.41,8
GJ Maxwell,Delhi Capitals,86,64,10.666666666666666,8.06,1
GJ Maxwell,Delhi Daredevils,38,42,7.0,5.43,1
GJ Maxwell,Gujarat Lions,21,12,2.0,10.5,1
GJ Maxwell,Gujarat Titans,90,60,10.0,9.0,3
GJ Maxwell,Kings XI Punjab,22,12,2.0,11.0,0
GJ Maxwell,Kolkata Knight Riders,169,108,18.0,9.39,5
GJ Maxwell,Lucknow Super Giants,57,60,10.0,5.7,5
GJ Maxwell,Mumbai Indians,144,114,19.0,7.58,3
GJ Maxwell,Pune Warriors,5,6,1.0,5.0,0
GJ Maxwell,Punjab Kings,51,36,6.0,8.5,3
GJ Maxwell,Rajasthan Royals,137,90,15.0,9.13,2
GJ Maxwell,Rising Pune Supergiants,18,18,3.0,6.0,0
GJ Maxwell,Royal Challengers Bengaluru,156,114,19.0,8.21,5
GJ Maxwell,Sunrisers Hyderabad,182,120,20.0,9.1,4
GR Napier,Kolkata Knight Riders,27,24,4.0,6.75,1
GS Sandhu,Chennai Super Kings,33,24,4.0,8.25,1
GS Sandhu,Rajasthan Royals,49,24,4.0,12.25,0
Gagandeep Singh,Deccan Chargers,70,42,7.0,10.0,2
Gagandeep Singh,Kolkata Knight Riders,43,24,4.0,10.75,1
Gagandeep Singh,Royal Challengers Bengaluru,28,18,3.0,9.33,0
Gulbadin Naib,Lucknow Super Giants,12,6,1.0,12.0,0
Gurjapneet Singh,Delhi Capitals,62,48,8.0,7.75,2
Gurjapneet Singh,Gujarat Titans,63,42,7.0,9.0,0
Gurjapneet Singh,Kolkata Knight Riders,22,7,1.1666666666666667,18.86,0
Gurjapneet Singh,Lucknow Super Giants,34,18,3.0,11.33,0
Gurjapneet Singh,Mumbai Indians,7,12,2.0,3.5,1
Gurjapneet Singh,Sunrisers Hyderabad,33,24,4.0,8.25,1
Gurkeerat Singh,Chennai Super Kings,22,18,3.0,7.33,0
Gurkeerat Singh,Gujarat Lions,7,6,1.0,7.0,0
Gurkeerat Singh,Kolkata Knight Riders,23,24,4.0,5.75,2
Gurkeerat Singh,Rising Pune Supergiants,14,12,2.0,7.0,2
Gurkeerat Singh,Sunrisers Hyderabad,27,18,3.0,9.0,1
Gurnoor Brar,Lucknow Super Giants,38,18,3.0,12.67,0
H Sharma,Gujarat Titans,28,18,3.0,9.33,0
H Sharma,Rajasthan Royals,29,12,2.0,14.5,0
HF Gurney,Chennai Super Kings,55,36,6.0,9.17,1
HF Gurney,Kings XI Punjab,41,24,4.0,10.25,1
HF Gurney,Mumbai Indians,56,42,7.0,8.0,2
HF Gurney,Rajasthan Royals,24,24,4.0,6.0,2
HF Gurney,Royal Challengers Bengaluru,39,24,4.0,9.75,1
HF Gurney,Sunrisers Hyderabad,15,12,2.0,7.5,0
HH Pandya,Chennai Super Kings,301,222,37.0,8.14,10
HH Pandya,Delhi Capitals,168,108,18.0,9.33,3
HH Pandya,Delhi Daredevils,124,90,15.0,8.27,3
HH Pandya,Gujarat Lions,38,24,4.0,9.5,0
HH Pandya,Gujarat Titans,122,72,12.0,10.17,3
HH Pandya,Kings XI Punjab,217,114,19.0,11.42,3
HH Pandya,Kolkata Knight Riders,321,240,40.0,8.02,15
HH Pandya,Lucknow Super Giants,181,120,20.0,9.05,7
HH Pandya,Mumbai Indians,33,24,4.0,8.25,1
HH Pandya,Punjab Kings,150,90,15.0,10.0,3
HH Pandya,Rajasthan Royals,250,190,31.666666666666668,7.89,12
HH Pandya,Rising Pune Supergiants,75,46,7.666666666666667,9.78,1
HH Pandya,Royal Challengers Bengaluru,325,198,33.0,9.85,8
HH Pandya,Sunrisers Hyderabad,334,226,37.666666666666664,8.87,13
HR Shokeen,Chennai Super Kings,52,48,8.0,6.5,0
HR Shokeen,Delhi Capitals,68,48,8.0,8.5,1
HR Shokeen,Kolkata Knight Riders,33,24,4.0,8.25,2
HR Shokeen,Lucknow Super Giants,48,36,6.0,8.0,0
HR Shokeen,Punjab Kings,22,18,3.0,7.33,0
HR Shokeen,Rajasthan Royals,47,18,3.0,15.67,2
HR Shokeen,Royal Challengers Bengaluru,17,6,1.0,17.0,0
HR Shokeen,Sunrisers Hyderabad,12,6,1.0,12.0,0
HV Patel,Chennai Super Kings,270,236,39.333333333333336,6.86,21
HV Patel,Deccan Chargers,26,24,4.0,6.5,0
HV Patel,Delhi Capitals,262,174,29.0,9.03,8
HV Patel,Delhi Daredevils,161,120,20.0,8.05,6
HV Patel,Gujarat Titans,164,114,19.0,8.63,5
HV Patel,Kings XI Punjab,150,90,15.0,10.0,6
HV Patel,Kolkata Knight Riders,467,318,53.0,8.81,15
HV Patel,Lucknow Super Giants,241,173,28.833333333333332,8.36,8
HV Patel,Mumbai Indians,405,314,52.333333333333336,7.74,25
HV Patel,Pune Warriors,65,48,8.0,8.12,2
HV Patel,Punjab Kings,233,152,25.333333333333332,9.2,10
HV Patel,Rajasthan Royals,363,289,48.166666666666664,7.54,23
HV Patel,Rising Pune Supergiants,43,24,4.0,10.75,1
HV Patel,Royal Challengers Bengaluru,310,177,29.5,10.51,7
HV Patel,Sunrisers Hyderabad,345,254,42.333333333333336,8.15,14
Harbhajan Singh,Chennai Super Kings,491,462,77.0,6.38,24
Harbhajan Singh,Deccan Chargers,178,174,29.0,6.14,9
Harbhajan Singh,Delhi Capitals,87,72,12.0,7.25,3
Harbhajan Singh,Delhi Daredevils,467,417,69.5,6.72,21
Harbhajan Singh,Gujarat Lions,100,84,14.0,7.14,3
Harbhajan Singh,Kings XI Punjab,588,480,80.0,7.35,22
Harbhajan Singh,Kochi Tuskers Kerala,33,24,4.0,8.25,0
Harbhajan Singh,Kolkata Knight Riders,444,378,63.0,7.05,15
Harbhajan Singh,Mumbai Indians,121,119,19.833333333333332,6.1,2
Harbhajan Singh,Pune Warriors,84,102,17.0,4.94,6
Harbhajan Singh,Rajasthan Royals,355,276,46.0,7.72,11
Harbhajan Singh,Rising Pune Supergiants,67,66,11.0,6.09,3
Harbhajan Singh,Royal Challengers Bengaluru,583,492,82.0,7.11,23
Harbhajan Singh,Sunrisers Hyderabad,327,270,45.0,7.27,8
Harmeet Singh,Chennai Super Kings,68,66,11.0,6.18,3
Harmeet Singh,Delhi Daredevils,121,108,18.0,6.72,7
Harmeet Singh,Kolkata Knight Riders,153,115,19.166666666666668,7.98,3
Harmeet Singh,Mumbai Indians,47,24,4.0,11.75,0
Harmeet Singh,Pune Warriors,72,62,10.333333333333334,6.97,6
Harmeet Singh,Rajasthan Royals,45,42,7.0,6.43,3
Harmeet Singh,Royal Challengers Bengaluru,148,108,18.0,8.22,4
Harmeet Singh,Sunrisers Hyderabad,39,24,4.0,9.75,1
Harpreet Brar,Chennai Super Kings,139,108,18.0,7.72,3
Harpreet Brar,Delhi Capitals,192,132,22.0,8.73,8
Harpreet Brar,Gujarat Titans,88,72,12.0,7.33,2
Harpreet Brar,Kolkata Knight Riders,51,36,6.0,8.5,1
Harpreet Brar,Lucknow Super Giants,24,24,4.0,6.0,1
Harpreet Brar,Mumbai Indians,104,72,12.0,8.67,1
Harpreet Brar,Rajasthan Royals,111,102,17.0,6.53,4
Harpreet Brar,Royal Challengers Bengaluru,253,204,34.0,7.44,13
Harpreet Brar,Sunrisers Hyderabad,154,109,18.166666666666668,8.48,4
Harsh Dubey,Delhi Capitals,12,12,2.0,6.0,3
Harsh Dubey,Kolkata Knight Riders,49,36,6.0,8.17,4
Harsh Dubey,Lucknow Super Giants,61,48,8.0,7.62,3
Harsh Dubey,Mumbai Indians,50,18,3.0,16.67,0
Harsh Dubey,Punjab Kings,70,36,6.0,11.67,1
Harsh Dubey,Rajasthan Royals,20,12,2.0,10.0,0
Harsh Dubey,Royal Challengers Bengaluru,55,30,5.0,11.0,2
Harshit Rana,Chennai Super Kings,76,60,10.0,7.6,4
Harshit Rana,Delhi Capitals,93,66,11.0,8.45,3
Harshit Rana,Gujarat Titans,67,42,7.0,9.57,2
Harshit Rana,Lucknow Super Giants,155,97,16.166666666666668,9.59,6
Harshit Rana,Mumbai Indians,57,30,5.0,11.4,2
Harshit Rana,Punjab Kings,141,72,12.0,11.75,5
Harshit Rana,Rajasthan Royals,137,84,14.0,9.79,6
Harshit Rana,Royal Challengers Bengaluru,102,66,11.0,9.27,4
Harshit Rana,Sunrisers Hyderabad,161,132,22.0,7.32,8
I Malhotra,Delhi Daredevils,23,6,1.0,23.0,0
I Sharma,Chennai Super Kings,376,240,40.0,9.4,6
I Sharma,Deccan Chargers,98,102,17.0,5.76,2
I Sharma,Delhi Capitals,18,18,3.0,6.0,1
I Sharma,Delhi Daredevils,186,162,27.0,6.89,8
I Sharma,Gujarat Lions,39,24,4.0,9.75,1
I Sharma,Gujarat Titans,28,36,6.0,4.67,4
I Sharma,Kings XI Punjab,302,228,38.0,7.95,5
I Sharma,Kochi Tuskers Kerala,11,18,3.0,3.67,5
I Sharma,Kolkata Knight Riders,239,180,30.0,7.97,6
I Sharma,Lucknow Super Giants,64,48,8.0,8.0,4
I Sharma,Mumbai Indians,462,343,57.166666666666664,8.08,16
I Sharma,Pune Warriors,87,84,14.0,6.21,1
I Sharma,Punjab Kings,106,72,12.0,8.83,5
I Sharma,Rajasthan Royals,405,294,49.0,8.27,13
I Sharma,Rising Pune Supergiants,12,6,1.0,12.0,0
I Sharma,Royal Challengers Bengaluru,478,370,61.666666666666664,7.75,13
I Sharma,Sunrisers Hyderabad,275,194,32.333333333333336,8.51,6
I Udana,Chennai Super Kings,30,24,4.0,7.5,1
I Udana,Delhi Capitals,63,36,6.0,10.5,1
I Udana,Kings XI Punjab,13,12,2.0,6.5,0
I Udana,Kolkata Knight Riders,25,18,3.0,8.33,1
I Udana,Mumbai Indians,42,24,4.0,10.5,2
I Udana,Rajasthan Royals,81,42,7.0,11.57,2
I Udana,Sunrisers Hyderabad,20,18,3.0,6.67,1
IC Pandey,Delhi Daredevils,106,90,15.0,7.07,5
IC Pandey,Kings XI Punjab,113,78,13.0,8.69,3
IC Pandey,Kolkata Knight Riders,85,60,10.0,8.5,3
IC Pandey,Mumbai Indians,99,84,14.0,7.07,2
IC Pandey,Rajasthan Royals,52,54,9.0,5.78,1
IC Pandey,Royal Challengers Bengaluru,77,60,10.0,7.7,3
IC Pandey,Sunrisers Hyderabad,48,36,6.0,8.0,1
IC Porel,Rajasthan Royals,37,24,4.0,9.25,1
IK Pathan,Chennai Super Kings,397,280,46.666666666666664,8.51,11
IK Pathan,Deccan Chargers,266,192,32.0,8.31,7
IK Pathan,Delhi Daredevils,147,147,24.5,6.0,8
IK Pathan,Kings XI Punjab,229,174,29.0,7.9,6
IK Pathan,Kochi Tuskers Kerala,53,48,8.0,6.62,2
IK Pathan,Kolkata Knight Riders,309,262,43.666666666666664,7.08,8
IK Pathan,Mumbai Indians,347,307,51.166666666666664,6.78,15
IK Pathan,Pune Warriors,137,114,19.0,7.21,4
IK Pathan,Rajasthan Royals,271,215,35.833333333333336,7.56,8
IK Pathan,Royal Challengers Bengaluru,387,278,46.333333333333336,8.35,10
IK Pathan,Sunrisers Hyderabad,24,26,4.333333333333333,5.54,1
IS Sodhi,Chennai Super Kings,29,24,4.0,7.25,1
IS Sodhi,Delhi Capitals,26,19,3.1666666666666665,8.21,3
IS Sodhi,Kings XI Punjab,54,48,8.0,6.75,2
IS Sodhi,Kolkata Knight Riders,36,48,8.0,4.5,1
IS Sodhi,Royal Challengers Bengaluru,31,24,4.0,7.75,1
IS Sodhi,Sunrisers Hyderabad,25,18,3.0,8.33,1
Imran Tahir,Chennai Super Kings,27,24,4.0,6.75,1
Imran Tahir,Delhi Capitals,60,56,9.333333333333334,6.43,6
Imran Tahir,Delhi Daredevils,23,24,4.0,5.75,1
Imran Tahir,Gujarat Lions,104,72,12.0,8.67,7
Imran Tahir,Kings XI Punjab,267,209,34.833333333333336,7.67,12
Imran Tahir,Kolkata Knight Riders,227,168,28.0,8.11,10
Imran Tahir,Mumbai Indians,412,295,49.166666666666664,8.38,17
Imran Tahir,Rajasthan Royals,146,120,20.0,7.3,9
Imran Tahir,Rising Pune Supergiants,25,24,4.0,6.25,2
Imran Tahir,Royal Challengers Bengaluru,230,204,34.0,6.76,12
Imran Tahir,Sunrisers Hyderabad,137,120,20.0,6.85,5
Iqbal Abdulla,Chennai Super Kings,155,129,21.5,7.21,4
Iqbal Abdulla,Deccan Chargers,58,48,8.0,7.25,5
Iqbal Abdulla,Delhi Daredevils,169,150,25.0,6.76,8
Iqbal Abdulla,Gujarat Lions,77,48,8.0,9.62,2
Iqbal Abdulla,Kings XI Punjab,75,66,11.0,6.82,2
Iqbal Abdulla,Kochi Tuskers Kerala,39,36,6.0,6.5,0
Iqbal Abdulla,Kolkata Knight Riders,38,36,6.0,6.33,1
Iqbal Abdulla,Mumbai Indians,208,162,27.0,7.7,6
Iqbal Abdulla,Pune Warriors,79,84,14.0,5.64,5
Iqbal Abdulla,Rajasthan Royals,96,84,14.0,6.86,3
Iqbal Abdulla,Rising Pune Supergiants,21,18,3.0,7.0,0
Iqbal Abdulla,Royal Challengers Bengaluru,29,30,5.0,5.8,1
Iqbal Abdulla,Sunrisers Hyderabad,39,29,4.833333333333333,8.07,3
Ishan Kishan,Lucknow Super Giants,4,1,0.16666666666666666,24.0,0
J Botha,Chennai Super Kings,89,84,14.0,6.36,2
J Botha,Deccan Chargers,89,72,12.0,7.42,1
J Botha,Delhi Daredevils,72,54,9.0,8.0,1
J Botha,Kings XI Punjab,88,78,13.0,6.77,3
J Botha,Kochi Tuskers Kerala,18,24,4.0,4.5,1
J Botha,Kolkata Knight Riders,107,106,17.666666666666668,6.06,5
J Botha,Mumbai Indians,77,66,11.0,7.0,3
J Botha,Pune Warriors,73,72,12.0,6.08,4
J Botha,Rajasthan Royals,19,6,1.0,19.0,0
J Botha,Royal Challengers Bengaluru,72,48,8.0,9.0,1
J Botha,Sunrisers Hyderabad,77,84,14.0,5.5,4
J Little,Chennai Super Kings,71,36,6.0,11.83,1
J Little,Delhi Capitals,54,42,7.0,7.71,0
J Little,Kolkata Knight Riders,67,48,8.0,8.38,3
J Little,Mumbai Indians,43,30,5.0,8.6,1
J Little,Punjab Kings,28,24,4.0,7.0,1
J Little,Rajasthan Royals,24,24,4.0,6.0,1
J Little,Royal Challengers Bengaluru,44,24,4.0,11.0,4
J Overton,Delhi Capitals,21,30,5.0,4.2,5
J Overton,Gujarat Titans,27,12,2.0,13.5,0
J Overton,Kolkata Knight Riders,30,18,3.0,10.0,0
J Overton,Lucknow Super Giants,58,36,6.0,9.67,3
J Overton,Mumbai Indians,61,48,8.0,7.62,2
J Overton,Rajasthan Royals,44,18,3.0,14.67,0
J Overton,Royal Challengers Bengaluru,42,18,3.0,14.0,1
J Overton,Sunrisers Hyderabad,36,24,4.0,9.0,3
J Suchith,Chennai Super Kings,144,90,15.0,9.6,4
J Suchith,Delhi Capitals,21,24,4.0,5.25,0
J Suchith,Delhi Daredevils,24,18,3.0,8.0,1
J Suchith,Kings XI Punjab,72,48,8.0,9.0,2
J Suchith,Kolkata Knight Riders,84,42,7.0,12.0,2
J Suchith,Punjab Kings,63,48,8.0,7.88,2
J Suchith,Rajasthan Royals,66,48,8.0,8.25,1
J Suchith,Royal Challengers Bengaluru,72,60,10.0,7.2,4
J Suchith,Sunrisers Hyderabad,39,42,7.0,5.57,3
J Syed Mohammad,Chennai Super Kings,53,36,6.0,8.83,3
J Syed Mohammad,Deccan Chargers,27,18,3.0,9.0,0
J Syed Mohammad,Delhi Daredevils,49,30,5.0,9.8,0
J Syed Mohammad,Kolkata Knight Riders,20,24,4.0,5.0,1
J Syed Mohammad,Mumbai Indians,105,72,12.0,8.75,3
J Syed Mohammad,Pune Warriors,25,12,2.0,12.5,1
J Theron,Chennai Super Kings,65,53,8.833333333333334,7.36,5
J Theron,Deccan Chargers,29,24,4.0,7.25,1
J Theron,Delhi Daredevils,11,12,2.0,5.5,1
J Theron,Kings XI Punjab,29,24,4.0,7.25,0
J Theron,Kolkata Knight Riders,35,24,4.0,8.75,1
J Theron,Mumbai Indians,38,24,4.0,9.5,1
J Theron,Pune Warriors,28,24,4.0,7.0,2
J Theron,Rajasthan Royals,47,36,6.0,7.83,0
J Yadav,Chennai Super Kings,32,30,5.0,6.4,2
J Yadav,Delhi Capitals,123,114,19.0,6.47,3
J Yadav,Kings XI Punjab,22,24,4.0,5.5,1
J Yadav,Lucknow Super Giants,26,24,4.0,6.5,0
J Yadav,Punjab Kings,20,24,4.0,5.0,0
J Yadav,Rajasthan Royals,51,30,5.0,10.2,0
J Yadav,Rising Pune Supergiants,25,24,4.0,6.25,0
J Yadav,Royal Challengers Bengaluru,10,12,2.0,5.0,0
J Yadav,Sunrisers Hyderabad,127,108,18.0,7.06,2
JA Duffy,Chennai Super Kings,51,24,4.0,12.75,2
JA Duffy,Gujarat Titans,73,48,8.0,9.12,3
JA Duffy,Kolkata Knight Riders,48,24,4.0,12.0,0
JA Duffy,Mumbai Indians,54,24,4.0,13.5,1
JA Duffy,Sunrisers Hyderabad,21,24,4.0,5.25,3
JA Morkel,Chennai Super Kings,48,36,6.0,8.0,2
JA Morkel,Deccan Chargers,232,180,30.0,7.73,10
JA Morkel,Delhi Daredevils,346,262,43.666666666666664,7.92,12
JA Morkel,Gujarat Lions,28,12,2.0,14.0,0
JA Morkel,Kings XI Punjab,312,237,39.5,7.9,13
JA Morkel,Kochi Tuskers Kerala,17,12,2.0,8.5,0
JA Morkel,Kolkata Knight Riders,283,216,36.0,7.86,7
JA Morkel,Mumbai Indians,270,228,38.0,7.11,9
JA Morkel,Pune Warriors,67,54,9.0,7.44,3
JA Morkel,Rajasthan Royals,281,216,36.0,7.81,14
JA Morkel,Royal Challengers Bengaluru,328,252,42.0,7.81,15
JA Morkel,Sunrisers Hyderabad,35,18,3.0,11.67,0
JA Richardson,Chennai Super Kings,21,18,3.0,7.0,0
JA Richardson,Delhi Capitals,40,24,4.0,10.0,2
JA Richardson,Mumbai Indians,38,24,4.0,9.5,0
JA Richardson,Rajasthan Royals,53,24,4.0,13.25,1
